,D1.log2fc,D3.log2fc,D6.log2fc,D10.log2fc,D14.log2fc,ID,dataType
TPP2,-0.008325216,0.02818556,-0.6502168,-0.1544656,-0.327162,7174,L
TPR,5.109082,4.003838,3.642851,1.271049,1.263672,7175,L
TPRG1L,-0.372898,-0.5578732,-0.2291308,0.0849504,0.04180824,127262,L
TPRKB,0.2440646,0.4165007,-0.538256,0.2222479,-0.1489973,51002,L
TPRXL,0.1108919,0.9872203,1.932133,1.357198,1.471492,348825,L
TPST1,1.665931,1.378197,0.9134466,1.582683,1.325371,8460,L
TPX2,-0.5252951,0.6926578,-0.9888239,-0.4084112,-0.6041749,22974,L
TRA2A,-0.03848937,-0.4558172,-0.9633365,-0.04026076,-0.2666513,29896,L
TRABD,0.6996693,0.4859436,0.3710201,0.2929059,0.2751483,80305,L
TRADD,0.3896545,0.07054566,0.2447945,0.3234811,0.642934,8717,L
TRAF3IP1,0.3152397,0.04282617,-0.3021666,-0.03828747,-0.2749392,26146,L
TRAF3IP2,-0.06394939,0.7214878,1.765521,0.6969782,1.167091,10758,L
TRAF4,0.1316744,0.6010921,0.7257206,0.5790527,0.6517933,9618,L
TRAF5,-0.253299,-0.9622169,-1.265487,-1.133522,-1.363674,7188,L
TRAFD1,0.366627,0.2178704,0.1585034,0.324399,0.4015323,10906,L
TRAK1,-1.63525,-0.9544148,-1.263382,-0.8590129,-0.8995439,22906,L
TRAK2,0.1854681,0.09009579,-0.7523814,0.0309444,-0.2602177,66008,L
TRAM1L1,-0.2071124,-0.3334809,-0.4170929,-0.4211818,-0.2297801,133022,L
TRAM2,-1.406771,-1.530327,-1.922271,-1.924131,-1.384269,9697,L
TRAP1,0.3941103,0.4445033,0.3834919,0.5117028,0.4541721,10131,L
TRAPPC1,-0.4665695,-0.4845249,-0.5995965,-0.422236,-0.6309634,58485,L
TRAPPC2,-0.2573499,-0.07303911,-0.06646061,-0.02637674,0.2004506,6399,L
TRAPPC2L,-0.4504495,-0.4722768,0.1285447,0.2271766,0.1827827,51693,L
TRAPPC2P1,0.3263674,0.6679424,0.6614947,0.4533792,0.3679455,NA,L
TRAPPC3,-0.2421909,0.007239993,-0.2495623,-0.4236531,-0.2389426,27095,L
TRAPPC4,0.3570006,0.4492517,0.06863356,0.4609026,0.3201453,51399,L
TRAPPC5,-0.2294906,-0.3546187,-0.4787697,-0.2745374,-0.3008224,126003,L
TRAPPC6A,-0.1119222,0.001166606,0.1609719,0.1212691,0.6313914,79090,L
TRAPPC6B,0.09313494,-0.2212856,-0.2717239,-0.3525794,-0.31293,122553,L
TREM1,-0.02017069,-0.002770831,0.1769962,0.6643419,0.5164496,54210,L
TRIAP1,0.1654774,-0.1237757,-0.5571751,-0.1957229,-0.1333187,51499,L
TRIB1,-0.5716575,-1.037586,-0.1191721,-1.530033,-1.267312,10221,L
TRIB2,-1.319575,-0.6498486,0.2659731,-0.6375267,-0.5546542,28951,L
TRIB3,-1.335088,-1.295063,-1.070472,-1.134938,0.3021103,57761,L
TRIM11,-0.04708833,-0.06546553,0.013009,-0.3365576,-0.2624505,81559,L
TRIM16,-0.1684806,-0.2051352,-0.3440044,-0.2688634,-0.2881803,10626,L
TRIM16L,0.1482842,0.8852475,0.5982664,1.150182,1.262786,147166,L
TRIM17,-0.0244228,-0.1534414,0.3405862,-0.2028994,-0.06009108,51127,L
TRIM2,-0.4450968,-0.2839261,-0.5116779,-0.03484508,-0.4301614,23321,L
TRIM21,-0.2118871,-0.4575406,-0.5828767,-0.505971,-0.2188343,6737,L
TRIM22,-0.6075907,-1.216027,-1.27242,-1.316887,-1.467698,10346,L
TRIM23,0.8479871,0.4800249,0.7989279,0.6195952,0.5550786,373,L
TRIM24,0.07885605,0.1084416,-0.1272071,-0.2450966,-0.3502185,8805,L
TRIM25,-0.5398502,-0.6466364,-0.4760487,-0.5167148,-0.5350601,7706,L
TRIM26,-0.3322316,0.01799738,-0.7544033,-0.3504349,-0.3616764,7726,L
TRIM29,-0.1120458,-0.02897483,0.6861311,-0.1658674,0.01527279,23650,L
TRIM3,0.004431217,-0.1598844,-0.5283925,-0.4062351,-0.4646935,10612,L
TRIM33,-0.3100541,-0.1863679,-0.377075,-0.570569,-0.536378,51592,L
TRIM35,-0.09951469,0.08844539,-0.4567461,-0.1993433,-0.2811128,23087,L
TRIM36,0.08966361,0.0757835,0.5137501,0.1906552,0.1101864,55521,L
TRIM37,-0.3582002,-0.4599848,-0.6943895,-0.4429513,-0.6682498,4591,L
TRIM38,-0.2931297,-0.4196652,-0.2163791,-0.6499234,-0.1768441,10475,L
TRIM39,0.2000257,0.2802041,0.7520389,0.3165557,0.6508705,56658,L
TRIM41,-0.2389708,-0.1479302,0.03659141,0.06309508,0.2125017,90933,L
TRIM46,0.5334611,-0.01155367,-0.1478735,-0.2289067,-0.2718329,80128,L
TRIM47,0.5535991,2.114713,1.358853,1.846671,2.249306,91107,L
TRIM5,0.1863895,-1.039468,-1.501253,-1.147791,-1.352253,85363,L
TRIM52,-0.1105392,-0.3567456,-0.3006768,-0.332972,-0.3179024,84851,L
TRIM56,-0.4387026,-0.4007123,-0.5732074,-0.3608679,-0.2929759,81844,L
TRIM59,0.09488399,-0.1776259,-0.1467893,-0.2290347,-0.2186475,286827,L
TRIM6,0.3328954,-0.1676538,-0.586595,-0.4407233,-0.4420338,117854,L
TRIM61,0.6978855,0.3452879,0.147617,0.4737527,0.01114685,391712,L
TRIM68,-0.03477077,-0.6785429,-0.2323714,-0.2209385,-0.1776751,55128,L
TRIM6-TRIM34,0.04641013,-0.1509445,-0.3327688,-0.2818402,-0.3251841,445372,L
TRIM73,-0.02757419,0.1215082,0.55088,0.07116246,0.3724422,375593,L
TRIM78P,-0.1119131,-0.3909982,-0.4536782,-0.2564022,-0.3901679,NA,L
TRIM8,-1.132325,-0.6498409,-0.1872973,-1.259475,-0.684389,81603,L
TRIM9,2.307311,1.629238,1.784738,1.754458,1.488529,114088,L
TRIML1,-0.02683217,-0.1330853,0.3643863,0.03506965,0.2518419,339976,L
TRIOBP,-2.411774,-1.8704,-1.691627,-1.651261,-1.516065,11078,L
TRIP11,0.449332,0.1878842,0.3319886,0.339438,0.3487116,9321,L
TRIP13,-0.4955774,0.3280443,-1.669233,-0.3402258,-1.225763,9319,L
TRIP6,-1.216461,-1.223284,-1.747175,-1.35897,-1.219097,7205,L
TRIT1,0.600364,0.4661534,0.8227692,0.3754098,0.527725,54802,L
TRK1,-0.1863242,1.022535,-0.5799728,0.2021073,0.3408248,NA,L
TRMT1,0.2979244,-0.117069,-0.1906531,-0.4001411,-0.6242814,55621,L
TRMT11,0.2544704,0.1719893,0.2770327,0.3212171,0.5065307,60487,L
TRMT12,0.07316691,-0.1472614,-0.5775961,-0.4303738,-0.2492138,55039,L
TRMT2B,-0.1913928,-0.4580452,-0.3068019,-0.3533168,-0.4178954,79979,L
TRMT5,-0.8007367,0.3945007,-0.4699181,0.03087304,-0.05941386,57570,L
TRMT61A,0.2798948,0.3577169,-0.008170874,0.20678,0.1243753,115708,L
TRMU,0.4642381,0.2612531,0.6476289,0.4697516,0.3491331,55687,L
TRNP1,-0.2269213,-0.1975899,-0.03236244,-0.06926969,0.4154564,388610,L
TRO,0.86287,1.349051,0.9828291,0.8757966,0.5586378,7216,L
TROAP,-0.3624445,0.667158,-0.6229169,-0.2512513,-0.2892057,10024,L
TROVE2,0.9655599,0.3354128,0.2559427,0.4711967,-0.01343389,NA,L
TRPC4AP,0.2994955,0.4092922,0.7516089,0.5573124,0.3813901,26133,L
TRPM4,-0.3678769,-0.588505,-0.4796382,-0.4932322,-0.4539433,54795,L
TRPM8,0.2428584,1.465654,1.116839,0.6569159,0.7999572,79054,L
TRPS1,1.500753,1.35941,1.133392,1.530048,1.173396,7227,L
TRPT1,-0.08988503,0.2845736,0.7255588,0.4817335,0.3255404,83707,L
TRPV2,-0.07538275,-0.7568562,-1.040756,-1.009756,-1.01091,51393,L
TRPV4,0.5450663,2.223269,3.112642,2.87762,3.237885,59341,L
TRRAP,0.02820883,-0.1490691,-0.5655452,-0.6745038,-0.4193659,8295,L
TSC1,-0.4693205,-0.783684,-0.6676807,-0.8087317,-0.6146744,7248,L
TSC22D1,-0.7070265,0.8541203,1.487009,0.320585,1.217159,8848,L
TSC22D3,0.7862708,0.4837339,3.313904,2.50177,2.769927,1831,L
TSC22D4,-0.2087139,0.4127439,1.093783,0.5074752,0.8276152,81628,L
TSEN15,0.1439583,0.2517784,-0.2061813,0.1121849,0.2416624,116461,L
TSEN2,0.1158809,-0.1471386,-0.6375045,-0.5506455,-0.3843005,80746,L
TSEN54,-0.2295412,-0.185064,-0.1762033,-0.1731297,-0.2009011,283989,L
TSFM,0.18544,0.4041953,0.01151144,0.2521705,0.121336,10102,L
TSGA14,-0.6662244,-0.3061202,-0.667358,-0.4901376,-0.6058541,NA,L
TSHZ1,0.1808876,-0.4785084,-0.8296154,-0.5168593,-0.7540205,10194,L
TSHZ3,-0.1072239,-0.7670237,-0.348213,-0.603716,-0.4535941,57616,L
TSKU,2.165867,1.864138,2.480679,2.144774,2.166488,25987,L
TSLP,0.0308265,0.1663256,0.4542106,0.04831425,0.1297024,85480,L
TSNAX,0.07163397,0.004740114,-0.7415445,-0.4769735,-0.9998551,7257,L
TSP50,0.1371395,0.223446,0.2213101,0.08635899,0.207468,NA,L
TSPAN1,0.637742,0.961577,1.178584,1.308469,0.941093,10103,L
TSPAN10,-1.004301,-1.321821,-1.003516,-0.9061952,-0.7383229,83882,L
TSPAN12,0.1217891,0.1945179,0.4013603,0.4711373,0.5342168,23554,L
TSPAN13,1.450788,2.345369,4.030599,3.781143,3.569321,27075,L
TSPAN17,-0.004415831,-0.4370788,-0.8896284,-0.7034357,-1.031622,26262,L
TSPAN18,2.256607,1.287993,0.5374155,0.4153586,0.1631259,90139,L
TSPAN2,2.39366,0.8467446,0.7273307,1.317307,1.483234,10100,L
TSPAN3,0.1438263,0.7169229,0.3526672,0.6889261,0.5138766,10099,L
TSPAN31,-0.07807104,0.277849,0.6314193,0.3889997,1.007526,6302,L
TSPAN32,-1.015077,-0.7726115,-0.8857807,-0.3568167,-0.496199,10077,L
TSPAN4,-1.683989,-2.111317,-1.664057,-1.28011,-1.222564,7106,L
TSPAN6,-0.08072494,0.399513,1.33275,1.657437,1.672153,7105,L
TSPAN7,0.270383,0.2934984,0.2468661,-0.4150409,-0.3185296,7102,L
TSPAN8,0.05505332,0.1184069,0.6065822,1.251125,1.594638,7103,L
TSPAN9,1.043566,0.05101403,0.2231096,0.3886065,0.3161506,10867,L
TSPO,-0.3934248,-0.1107321,-0.1445935,0.4202025,0.2775677,706,L
TSPYL1,0.02461504,0.09330959,-0.3671451,0.1774493,0.1923633,7259,L
TSPYL3,-0.002754077,-0.2358971,-0.07313379,0.2211333,0.3567633,NA,L
TSPYL4,-0.175871,-0.06175282,-0.3128134,-0.163837,-0.1717789,23270,L
TSPYL5,0.5137473,0.4003612,0.4209777,0.2249936,0.4223168,85453,L
TSPYL6,0.1828918,0.2851198,0.703045,0.3234909,0.243722,388951,L
TSR2,-0.1901902,-0.1734797,-0.4030716,-0.3540047,-0.3323667,90121,L
TSSC1,0.1275196,-0.05392181,-0.6120621,-0.1431824,-0.1492567,NA,L
TST,-0.4913744,-0.1013613,-0.3189159,-0.01966212,-0.4041077,7263,L
TSTA3,0.5557882,0.7214827,0.2638366,1.000909,0.468734,NA,L
TSTD1,-0.06654613,0.2731187,0.05586638,0.1512273,0.3221534,100131187,L
TTC1,-0.2352005,-0.452168,-0.8243964,-0.3675142,-0.3814553,7265,L
TTC13,-0.6097922,0.1167749,-0.1927502,0.008672409,-0.2217235,79573,L
TTC15,0.08022148,0.3029549,-0.0002881789,0.1197396,0.4002614,NA,L
TTC19,0.0449809,-0.3073341,-0.4025499,-0.4075284,-0.1553758,54902,L
TTC23,0.2057519,-0.01134518,0.2075042,0.3323746,0.7010088,64927,L
TTC25,0.1647253,0.303528,0.8847148,0.5051575,0.7653603,NA,L
TTC27,-0.1130206,-0.5926108,-0.6049386,-0.5177952,-0.4671976,55622,L
TTC28,-0.1909308,-0.3482657,-0.206623,-0.307698,-0.2967528,23331,L
TTC3,0.321621,0.6390939,0.9680371,0.5480766,0.5883166,7267,L
TTC30B,-0.0874044,-0.003663321,-0.3786979,-0.3606941,-0.04652641,150737,L
TTC31,-0.6343379,-0.2570596,-0.387574,-0.391195,-0.2223246,64427,L
TTC32,-0.1779597,0.1064641,0.5466384,-0.04886893,0.3448371,130502,L
TTC35,0.6049019,0.535324,0.4174582,0.5782458,0.6654119,NA,L
TTC39C,-0.4198828,-0.9035969,-0.6653897,-0.8558878,-0.6722192,125488,L
TTC4,-0.1154813,-0.439372,-0.5242662,-0.5638234,-0.3254638,7268,L
TTC8,-0.3144473,-0.3797209,-0.3917697,-0.2771901,-0.4428383,123016,L
TTC9,0.03932294,0.2052084,-0.06566742,-0.08392445,0.2004803,23508,L
TTK,-0.1916575,0.9380921,-0.5413435,0.1509561,-0.3552953,7272,L
TTL,-0.5451609,-1.417916,-1.800105,-1.310253,-1.526248,150465,L
TTLL1,-0.2585771,-0.4125253,-0.1801231,-0.3965069,-0.4482301,25809,L
TTLL12,0.9731583,0.4672994,-0.01518913,-0.03995601,0.006948423,23170,L
TTLL3,-0.09183534,0.1095233,0.5374021,0.2629956,0.3493736,26140,L
TTLL4,0.07051519,0.3859624,0.3128878,0.3699445,0.3660406,9654,L
TTLL5,0.508884,0.2655721,-0.1017086,0.4198977,0.03598154,23093,L
TTLL7,0.08842997,-0.1343528,-0.1277359,-0.3640386,-0.2865215,79739,L
TTPAL,0.002916522,-0.5825638,-0.8952418,-0.2823233,-0.4259534,79183,L
TTTY17C,0.253351,-0.05320049,0.09476774,0.1145532,0.1663605,NA,L
TTYH3,-0.2774033,-0.5229153,-1.305697,-1.208691,-1.379357,80727,L
TUB,0.9116372,0.7242052,0.7834749,1.033661,0.5082261,7275,L
TUBA1A,0.3067219,-0.01790484,-2.953865,0.06321531,-1.965777,7846,L
TUBA1B,-0.03875808,-0.1589918,-1.745923,0.1281757,-0.9413055,10376,L
TUBA1C,-0.06459915,0.2184388,-2.050517,0.1222949,-1.199001,84790,L
TUBA3D,0.2527411,0.8632484,0.09255429,0.5969021,0.2064735,113457,L
TUBA4A,0.6549957,1.865756,2.940449,2.176426,1.51453,7277,L
TUBB,0.461038,0.1870418,-1.188814,0.5291118,-1.015451,203068,L
TUBB2A,0.8648353,2.472111,2.981997,3.951352,3.188716,7280,L
TUBB2B,3.721361,5.011447,6.290129,6.517636,6.520576,347733,L
TUBB2C,-0.3822283,0.8104147,0.02226008,1.019313,0.1515421,NA,L
TUBB3,0.7640545,0.1861671,-0.9949479,0.2094009,-1.013803,10381,L
TUBB4Q,0.3129985,1.203247,1.290269,2.370315,1.92756,NA,L
TUBB6,0.009830434,-0.2420237,-1.224202,-0.04322129,-0.8524091,84617,L
TUBD1,0.6238287,0.7280563,1.123443,0.5333264,0.9677617,51174,L
TUBE1,0.2980264,0.2335859,0.3893937,0.2034745,0.4984206,51175,L
TUBG1,-0.1089359,-0.2608998,-1.386445,-0.1519748,-0.7738162,7283,L
TUBGCP4,0.02403847,-0.3501455,-0.52158,-0.4612981,-0.4032692,27229,L
TUBGCP5,0.7207469,0.2616995,0.2429778,0.3095229,0.1786184,114791,L
TUFM,0.3600162,0.3217719,-0.5400882,-0.2893114,-0.1111115,7284,L
TUFT1,-0.2254747,-0.604716,-0.4851608,-0.3877767,-0.4990211,7286,L
TULP3,-0.03722394,0.09261696,0.2225599,-0.06619103,0.3457975,7289,L
TULP4,0.3981955,-0.2023873,-0.6531302,-0.5855498,-0.7616074,56995,L
TUSC1,0.280039,0.565237,0.3825187,0.4632609,0.5364219,286319,L
TUSC3,-0.2482751,0.225201,0.3570258,0.7338988,0.681238,7991,L
TUSC4,0.588336,0.7053272,1.452581,0.7565032,0.7507912,NA,L
TUT1,0.203047,-0.1006652,0.1766153,0.3315821,0.3511392,64852,L
TWF1,0.05233918,-0.2161169,-0.1556456,-0.5281352,-0.8488709,5756,L
TWF2,-0.5847495,-0.1966879,-0.5732941,-0.7128218,-0.9018906,11344,L
TWIST1,-0.6036813,-1.614006,-1.223158,-1.247497,-1.356101,7291,L
TWIST2,-0.6676745,-0.7461161,-0.3931268,-0.530415,-0.5976234,117581,L
TWISTNB,-0.06171178,0.08168014,-0.7462651,-0.1382482,-0.3413777,NA,L
TWSG1,-0.4262387,0.1840024,0.4080686,0.09421687,0.02307427,57045,L
TXLNA,-0.01454856,0.1277085,-0.1667055,-0.1957256,-0.2606371,200081,L
TXNDC11,0.39551,0.750129,0.6766669,0.6264779,0.5319628,51061,L
TXNDC12,0.5401703,1.326096,1.146458,1.440745,1.331225,51060,L
TXNDC14,0.844319,0.9474385,0.4823106,1.127627,0.9557869,NA,L
TXNDC17,-0.5324229,-0.5917414,-0.4572072,-0.4292849,-0.63145,84817,L
TXNIP,3.859091,4.119677,4.401079,3.989203,4.429872,10628,L
TXNL1,-0.02123239,-0.2431291,-0.4135542,-0.7027795,-0.3127331,9352,L
TXNL2,0.02455967,-0.1469225,-0.6083243,0.01604558,-0.3690343,NA,L
TXNRD1,-0.7288679,-1.377981,-2.296923,-1.828833,-1.916635,7296,L
TYK2,0.490695,0.3096411,0.4482609,0.4825148,0.2684552,7297,L
TYMP,0.2731443,-0.08999718,-0.1143834,0.35212,0.1442893,1890,L
TYMS,-0.8152585,1.053504,-1.085324,0.7083462,-0.1685724,7298,L
TYRO3,1.481088,2.31971,2.61921,2.850552,3.161222,7301,L
TYSND1,-0.4086196,-0.4763958,-0.4485417,-0.6047532,-0.6427556,219743,L
TYW1,0.04071119,0.4789877,0.718227,0.7897055,0.966978,55253,L
TYW1B,0.2095058,0.6022476,1.099263,1.40355,1.546508,441250,L
TYW3,0.1786733,-0.3765238,-0.4860205,-0.131789,-0.1346059,127253,L
U2AF1L4,-0.1049845,0.03938823,0.3180595,0.4142639,0.3192363,199746,L
U2AF2,0.3658892,-0.2138494,-0.5031491,-0.2577889,-0.4387851,11338,L
UACA,-1.115907,-0.9657013,-1.112578,-1.121295,-1.023683,55075,L
UAP1,0.2197929,0.4728841,0.6483282,0.3203592,0.2629152,6675,L
UBA1,-0.4100435,-0.5073729,-0.5231794,-0.2880136,-0.4154811,7317,L
UBA3,0.03052006,-0.08230124,-0.5198879,-0.2464829,-0.6006215,9039,L
UBA5,0.7276824,0.4272769,0.30737,0.1221584,-0.04048409,79876,L
UBA52,-0.1524839,-0.2022248,-0.584805,-0.2982968,-0.4529061,7311,L
UBA6,0.01428924,0.1560749,0.4238449,-0.2168755,0.007908145,55236,L
UBA7,-1.374408,-1.724968,-1.69853,-1.776127,-1.76302,7318,L
UBAC1,-0.1556769,-0.2033028,-0.429462,-0.2485734,-0.1917466,10422,L
UBAP2,0.2551388,0.3970696,0.2144219,0.2640901,0.6241081,55833,L
UBAP2L,-0.1908499,-0.6219768,-0.8568876,-0.7962445,-0.5605541,9898,L
UBASH3B,-0.5626018,-0.701308,-0.6703188,-0.6372499,-0.6309239,84959,L
UBB,-0.01985458,-0.08325974,-0.7819992,-0.0363295,-0.2133562,7314,L
UBE1DC1,0.8558819,0.6850227,0.476955,0.4406825,0.188284,NA,L
UBE2B,-0.1312846,-0.199708,-0.3272439,-0.1951464,-0.2533928,7320,L
UBE2C,-0.6354974,1.217054,-1.910296,-0.3990055,-0.7998145,11065,L
UBE2CBP,0.01241454,-0.2636775,-0.4085928,-0.2083108,-0.341451,NA,L
UBE2D2,-0.2750095,-0.301797,-0.523591,-0.3273811,-0.268812,7322,L
UBE2E2,-0.1281302,-0.3512643,-0.3063683,-0.2741796,-0.328971,7325,L
UBE2E3,-0.2640523,-0.2805378,0.138019,0.1870267,0.3836118,10477,L
UBE2F,0.2540287,0.6272647,0.4118669,0.5030114,0.3964239,140739,L
UBE2G1,0.2496342,-0.4495502,-0.3322446,-0.343298,-0.4135776,7326,L
UBE2H,-0.1157338,-0.4632286,-0.4633552,-0.6526882,-0.7579278,7328,L
UBE2I,-0.1889781,-0.2092225,-0.4763245,-0.1061064,-0.2722026,7329,L
UBE2J1,0.3240371,0.8653844,-0.2310497,-0.1540526,-0.5045149,51465,L
UBE2L3,-0.6149653,-0.299912,-0.4292218,-0.5315087,-0.3832365,7332,L
UBE2L6,-1.232904,-1.390133,-1.834765,-1.838237,-1.756157,9246,L
UBE2M,0.7253972,0.7726997,0.6019953,0.7104106,0.5923821,9040,L
UBE2O,0.6805105,0.2187873,0.744428,0.2890023,0.2531558,63893,L
UBE2Q1,0.06164757,0.08992808,-0.272704,-0.1415862,-0.1496613,55585,L
UBE2Q2,0.4984153,1.34069,1.197401,1.305922,1.482451,92912,L
UBE2T,0.4665452,1.053353,-0.9213639,0.5991637,-0.1629486,29089,L
UBE2V2,0.4663629,0.7164732,1.092101,0.8055768,0.7399183,7336,L
UBE2Z,-0.4129903,-0.3450883,-0.7373479,-0.4263441,-0.1739831,65264,L
UBE3A,0.1770174,0.1801228,-0.03062791,-0.3158077,-0.3723951,7337,L
UBE3C,0.4052518,-0.07067373,-0.4356441,-0.04406393,0.0004520838,9690,L
UBE4A,0.2524578,0.4220965,0.2141256,0.1751394,0.274736,9354,L
UBFD1,0.8109948,-0.07698653,0.1702333,0.3987103,0.3000079,56061,L
UBIAD1,0.406829,0.03960715,-0.125264,-0.0373029,0.1071364,29914,L
UBL3,-0.3505296,-0.3134163,-0.4417297,-0.8933885,-0.705965,5412,L
UBL4A,-0.01023277,0.1487363,0.3068936,0.3228886,0.3916775,8266,L
UBL5,0.4901354,0.5054639,0.4564981,0.7667827,0.5111129,59286,L
UBLCP1,-0.182956,-0.2005316,-0.9229772,-0.3916138,-0.6211792,134510,L
UBN1,-0.10948,-0.04289493,0.5000335,-0.2321827,0.05455633,29855,L
UBN2,0.1207345,0.2277017,0.6447082,0.2614962,0.2510983,254048,L
UBP1,0.1490721,-0.3476549,-1.01104,-0.6367964,-1.011327,7342,L
UBQLN1,-0.2377626,-0.5152396,-0.1458333,-0.2722551,-0.3178157,29979,L
UBQLN2,-0.2300742,-0.5818917,-0.3712483,-0.7619705,-0.5225103,29978,L
UBQLN3,-0.1609297,-0.233572,-0.1807143,-0.2164967,-0.3834423,50613,L
UBQLN4,0.3298692,-0.09495988,-0.7261677,-0.5171762,-0.6919508,56893,L
UBR2,-0.1742062,-0.5703331,-0.02312435,-0.2855737,-0.008099081,23304,L
UBR3,0.2886876,0.1592051,0.3590881,0.123031,-0.1288304,130507,L
UBR4,0.3984284,0.1370692,0.4093112,0.06923485,0.4562822,23352,L
UBR5,-0.3515951,-0.6208138,-0.143196,-0.8020687,-0.8444509,51366,L
UBR7,-0.4024027,-0.4864424,-1.015557,-0.4341153,-0.6062747,55148,L
UBTD1,-0.1755542,-0.08169946,0.04477125,0.2280239,0.3472959,80019,L
UBTF,0.3143261,0.6706838,0.8768921,1.20972,1.354021,7343,L
UBXN1,-0.2020065,-0.4110501,-0.4837345,-0.5834498,-0.3908134,51035,L
UBXN11,-0.04630284,-0.01621975,0.02655347,0.3741712,0.1925264,91544,L
UBXN2B,-0.7006873,-0.6816271,-0.8362769,-0.5463612,-0.3776686,137886,L
UBXN6,-0.01445365,0.2614727,0.7777235,0.4135179,0.5220999,80700,L
UBXN7,0.1087215,-0.5435036,-0.04943518,-0.5680253,-0.5389044,26043,L
UBXN8,0.1437302,0.3199667,-0.4915027,-0.1266207,0.004894805,7993,L
UCHL1,0.1823163,-0.1291545,-1.600562,-1.150247,-2.051607,7345,L
UCHL5,0.6258104,0.3167444,-0.0946688,0.3690111,-0.04675008,51377,L
UCHL5IP,0.7180119,0.513014,0.5718767,0.5241418,0.1672487,NA,L
UCK2,0.5361418,-0.1044652,-0.4512725,-0.1090951,-0.3568041,7371,L
UCKL1,-0.1912306,-0.2543194,-0.3468789,-0.2267441,-0.2545116,54963,L
UCN2,0.5166918,0.4472027,0.275391,0.6963738,0.7927179,90226,L
UCP2,-0.189117,-0.3628751,-0.1495026,-0.09396623,-0.2064544,7351,L
UCRC,-0.3752225,-0.3103825,-0.8448459,-0.370746,-0.5476907,NA,L
UEVLD,-0.1189616,-0.4439068,-0.5012038,-0.308309,-0.3960431,55293,L
UFC1,-0.1715761,-0.2077228,-0.1966185,0.1930186,0.3116867,51506,L
UFM1,0.2249419,0.1139831,0.07545857,-0.2392845,-0.3571388,51569,L
UFSP1,0.1134673,0.1764155,-0.295477,-0.3654704,-0.2661017,402682,L
UFSP2,0.539661,0.6858325,0.9118658,0.6074672,0.71835,55325,L
UGCG,-2.295156,-2.274365,-1.574423,-1.900635,-1.970555,7357,L
UGCGL1,0.2401307,-0.198179,-0.9167825,-0.7344385,-0.4595153,NA,L
UGCGL2,1.274971,1.213795,1.438298,1.044055,1.206657,NA,L
UGDH,0.3116541,0.9497386,0.5638521,0.9147745,0.7546503,7358,L
UGP2,0.4924269,2.003664,2.575955,2.751146,2.44359,7360,L
UGT1A3,0.2535171,0.2394314,0.6937046,0.2027311,0.2548978,54659,L
UGT3A1,0.4464452,0.0623708,0.1606307,-0.009090919,0.09440334,133688,L
UHRF1,-0.04345345,-0.3791053,-2.447668,-0.7539191,-1.663985,29128,L
UHRF1BP1,-0.01301763,-0.062187,-0.4600042,-0.3177223,-0.04676527,54887,L
UHRF1BP1L,0.8187618,0.8557962,0.88737,0.7012334,0.6217312,23074,L
UHRF2,0.0397043,-0.6605652,-0.2178387,-0.3454933,-0.4742692,115426,L
ULBP1,1.252019,2.735289,2.990984,1.841183,2.354099,80329,L
ULBP2,1.126051,1.465926,1.712832,1.486075,1.728217,80328,L
ULK1,0.7041165,0.2898846,1.172187,0.4494112,0.8614512,8408,L
UMOD,-0.05530483,-0.1077182,0.1699154,-0.05607155,-0.2559488,7369,L
UMPS,-0.06522288,0.3106248,0.1288675,0.2007666,0.2668603,7372,L
UNC119,-0.01352637,0.4482318,0.9872389,0.2017959,0.2324035,9094,L
UNC119B,0.2291191,0.1229061,0.3970517,0.04434024,0.2693928,84747,L
UNC13B,0.3385076,-0.07605675,-0.2962626,0.3911925,-0.08033115,10497,L
UNC50,0.2941574,0.1709554,0.6298293,0.531351,0.5591285,25972,L
UNC5B,0.8181207,1.202623,0.8263586,1.198623,1.663506,219699,L
UNC5C,-0.006145314,0.01052366,0.3985774,0.2756835,0.2135572,8633,L
UNC84A,-1.391966,-1.033286,-0.397218,-0.7531819,-0.6563223,NA,L
UNC84B,-0.8113914,-0.7034111,-0.8553584,-0.6595035,-0.2909968,NA,L
UNC93B1,0.07425924,0.07026759,0.1228525,0.3741416,0.3296909,81622,L
UNG,-0.5320826,-0.927481,-0.6446807,-0.788021,-0.8067681,7374,L
UNQ1940,0.03974858,1.74281,2.238433,1.433018,1.743988,NA,L
UPF3A,-0.4675426,-0.1702937,-0.6176591,-0.6240455,-0.447646,65110,L
UPF3B,0.06818083,-0.005216081,-0.132758,-0.2362945,-0.3605699,65109,L
UPK3B,-0.053568,0.1006287,0.3709888,0.02066979,0.02780967,105375355,L
UPLP,0.2002815,0.05152133,-0.07147679,0.09127526,0.2463621,NA,L
UPP1,-1.268161,-0.4031199,2.30566,-0.1572101,0.3222174,7378,L
UPRT,0.379375,0.538618,0.3814398,0.3863787,0.3018371,139596,L
UQCC,-0.1982638,-0.4385882,-0.7118042,-0.6652929,-0.7636923,NA,L
UQCR,-0.1771712,-0.1507047,-0.5233143,0.04118971,-0.1861883,NA,L
UQCRB,0.003155525,-0.05370911,-0.914301,0.03287182,-0.6570002,7381,L
UQCRC2,0.2057186,0.3250145,0.2163659,0.140609,0.189586,7385,L
URB1,-0.05082116,0.09100998,0.1887951,-0.04582745,-0.184416,9875,L
