,D1.log2fc,D3.log2fc,D6.log2fc,D10.log2fc,D14.log2fc,ID,dataType
hsa-miR-92b,0.433161,0.2683965,0.256183,0.364629,0.550312,693235,L
hsa-miR-934,0.1321565,0.326967,0.907013,0.3806685,0.289335,100126324,L
hsa-miR-938,-0.211767,0.628833,1.4505235,0.9806665,0.9942125,100126327,L
hsa-miR-942,-0.11723,0.0327415,-0.2161135,-0.389276,-0.5148615,100126331,L
hsa-miR-943,-0.1027175,0.062097,0.304726,1.7542565,1.541079,100126332,L
hsa-miR-944,0.4153855,1.1643435,1.2972055,0.809539,0.5283615,100126340,L
hsa-miR-98,0.237071,0.6391095,0.53885,0.39946,0.475377,407054,L
hsa-miR-99a,-0.3846645,-0.3075735,-0.7084475,-0.787475,-0.763803,407055,L
hsa-miR-99b,0.184622,0.0945295,0.1304915,0.339698,0.579357,407056,L
A2LD1,0.352997276,0.4204426013,0.4859984908,0.7558143827,0.558003256,NA,L
A2M,0.2138989035,3.6922806584,5.4146622593,4.5836688642,5.0322577634,2,L
A4GALT,-1.151040244,-1.1902488987,0.0171499686,-1.3692718584,-1.3026178742,53947,L
AACS,0.10610534,1.0055227124,1.7869475826,1.6665414331,1.8303112974,65985,L
AACSL,0.0596406314,0.213530795,0.4432363313,0.1164378279,0.4051785683,NA,L
AADACL1,-1.3563341889,-1.4671198224,-1.6287868998,-1.5554187798,-1.475325727,NA,L
AAGAB,-0.1546509897,-0.1881430503,-0.6368107683,-0.3263706723,-0.413057522,79719,L
AAK1,0.0726619244,-0.0809808595,-0.0576833398,-0.1002416271,-0.2571390971,22848,L
AAMP,0.9000173061,0.8942628271,1.7211083876,0.9883147404,0.9495331551,14,L
AARS,-0.1652559012,-0.1506225831,-0.2575228944,-0.7717539727,-0.1522088166,NA,L
AARSD1,0.5848235731,0.6428797288,0.2325749858,0.5767723037,0.5449848531,80755,L
AASDH,0.0532846911,-0.0254444898,0.4752097444,0.1451968404,0.317572577,132949,L
AASDHPPT,0.2446049244,-0.1769925611,-0.5052916372,-0.0121718068,-0.3777254043,60496,L
AASS,-0.2219635278,-0.1949058856,0.1225850284,-0.4066340502,-0.5281946059,10157,L
AATK,0.024941825,0.1004058106,0.6572043884,0.2859561393,0.4597170077,9625,L
ABAT,0.0419351925,-0.1266842843,-0.1892561519,-0.3355742314,-0.2502260387,18,L
ABCA1,-0.3765034544,-0.3482386234,-1.1105854383,-1.078316084,-1.7086775326,19,L
ABCA3,-0.3128416871,-0.2294093919,-0.1677187157,-0.2331650635,-0.3046416462,21,L
ABCA5,-0.0227689025,0.2082131334,0.4385655796,0.6237530351,0.5458155875,23461,L
ABCA6,-0.206411217,-0.075143875,-0.3267318713,-0.1871131129,-0.2698505911,23460,L
ABCA8,-1.0109133114,-0.8287881808,-1.4659357148,-0.7839007254,-1.1314080521,10351,L
ABCA9,-0.2619474742,-0.3557440934,-0.2925194542,-0.0789870297,-0.4008162742,10350,L
ABCB10,0.0511627033,-0.1422502503,-0.7405387545,-0.0821649534,-0.4252737435,23456,L
ABCB6,0.9694839047,1.2565546346,1.8975933037,1.0009833357,1.3502687763,10058,L
ABCC1,0.2490618209,-0.1182366441,-0.7001963172,-0.3096907745,-0.2421519466,4363,L
ABCC2,-0.0247310567,0.2248253254,0.4687868995,0.5120445611,0.2540148221,1244,L
ABCC3,-1.5937053225,-1.7065475916,-1.1430623608,-0.7532101143,-0.9439078478,8714,L
ABCC4,0.1370996454,-0.4135308198,-1.0453138774,-0.7799856987,-0.8847210265,10257,L
ABCC5,-0.1936579029,-0.6153883113,-0.9245001654,-0.8275672567,-0.8895670249,10057,L
ABCD3,0.3837151782,0.4075501631,0.2874095984,0.2689411535,0.1209144428,5825,L
ABCE1,1.0360723332,0.3821296701,-0.3920900791,-0.2577719027,-0.539440922,6059,L
ABCF2,-0.0853368418,0.1467451834,0.9219765161,0.4954430931,0.9940520005,10061,L
ABHD10,0.5964360592,0.7775354446,1.1121711504,1.0994361271,0.6883918197,55347,L
ABHD11,-0.5799563749,-0.5833143232,-0.6138468188,-0.4540047092,-0.5952656865,83451,L
ABHD12,0.0890435435,-0.2195234152,-0.5304988872,-0.2341430729,-0.2221693308,26090,L
ABHD14B,-0.5066446205,-0.5095955999,-0.3779187373,-0.1789635,-0.0590845542,84836,L
ABHD2,0.3596029745,-0.2039708897,0.7909401587,0.3907906649,0.2727700152,11057,L
ABHD3,-0.2862663386,-0.0794465321,-0.3384258281,-0.1397969363,-0.3164104773,171586,L
ABHD4,-0.2412643145,-0.623135565,0.0642667268,-0.1384768452,0.045073306,63874,L
ABHD5,-0.0711066834,-0.6350562312,-0.9061670384,-0.8273941236,-0.8596167444,51099,L
ABHD8,-0.6631833562,-0.2188103572,-0.0912521169,0.0150837682,0.2034719771,79575,L
ABI1,-0.0368918773,0.387774023,0.7585880767,0.4773513515,0.5778663426,10006,L
ABI2,-0.6469508635,-0.4924055353,-0.3899100362,-0.7266059416,-0.5539318269,10152,L
ABI3BP,-0.023264522,-1.2255357974,-0.6872150528,-1.4985705123,-1.0944560166,25890,L
ABL1,-0.9191761478,-1.2231770156,-0.4808985639,-1.191000951,-1.106784726,25,L
ABL2,-1.6417527194,-1.641367371,-1.6299245568,-1.723443716,-1.7826653474,27,L
ABLIM1,-1.7535299556,-2.0137261073,-1.9163155157,-2.0476498383,-2.0052315923,3983,L
ABLIM3,0.3120218759,0.1548194874,0.7427755775,0.930160617,1.0016847724,22885,L
ABR,-0.5544602076,0.387998546,0.3080613697,0.2024162986,0.1798523614,29,L
ABTB2,0.007979045,0.4750245617,0.7660020407,0.6686358917,0.7690882238,25841,L
ACAA1,-0.1994718537,-0.1077000791,-0.5009756896,0.0672437499,0.0168050154,30,L
ACACA,-0.2930354053,-1.0902314585,-1.6790118399,-1.5663303488,-1.3419742557,31,L
ACACB,-0.5428222393,-0.4504945573,-0.4663721735,-0.506408145,-0.3263811777,32,L
ACAD11,-0.1261350942,-0.455622044,0.1993398889,-0.4969868952,-0.1482038414,84129,L
ACAD8,-0.2203693305,-0.2523531526,-0.5138027247,-0.4440382217,-0.345794671,27034,L
ACAD9,-0.1077726824,-0.2342206041,-0.8718709966,-0.3812595658,-0.426343036,28976,L
ACADM,-0.1946419565,-0.3647819121,-0.5336487161,-0.1538479547,-0.2961379769,34,L
ACADS,-0.119038715,0.2629609249,0.2464791292,0.1561111038,0.1867663334,35,L
ACADVL,0.3582270482,0.4587014648,0.3202227257,0.687318208,0.5217436161,37,L
ACAN,0.8257515119,2.920760263,4.2231598997,3.6324819313,3.8809392389,176,L
ACAP1,0.4658636361,0.644040815,0.9260156686,0.7045828068,0.6564180659,9744,L
ACAP2,-0.3384062564,-0.4637597193,-0.3707181758,-0.3826200799,-0.3458659783,23527,L
ACAT1,-0.8571991243,-1.2448840443,-1.6043149077,-1.5573241499,-1.2987715798,38,L
ACAT2,-0.7069689086,-0.7514335364,-1.6708278211,-1.0646152661,-1.4241646128,39,L
ACBD3,0.2686508913,0.4370990124,0.6317553833,0.2694710745,0.399679629,64746,L
ACBD6,0.0462727437,0.0469676539,-0.0616830299,0.2801896302,0.2639999218,84320,L
ACCN2,-0.1151551303,1.4792756757,1.6941630286,1.8836160632,2.7919378864,NA,L
ACCS,-0.7825669656,-0.6471345665,-0.2758737863,-0.4912026721,-0.2390868992,84680,L
ACER2,0.232339879,0.3449987902,0.3999422412,0.2610784106,0.2871189813,340485,L
ACER3,-0.0369825065,-0.3423570623,-0.3924604157,-0.0802844762,-0.3396267441,55331,L
ACIN1,0.0524682762,-0.1007564555,-0.3679199653,-0.3592268776,-0.3856933832,22985,L
ACLY,0.9188077351,1.1625861538,1.3570454124,0.9817956377,1.3347917307,47,L
ACN9,0.3377847082,0.393723313,-0.325529584,-0.0899293481,-0.0444485327,NA,L
ACO1,-0.0248175443,0.0051033711,-0.198332194,0.4109945753,0.2031871665,48,L
ACOT1,-0.6732386213,-0.7548798728,-1.5954333397,-1.1010362785,-1.0728062246,641371,L
ACOT2,-0.2433475099,-0.5131423254,-1.1648948466,-0.7637750929,-1.0893314595,10965,L
ACOT4,0.2153393071,0.4864851996,0.4810454612,0.7691161293,0.9334323931,122970,L
ACOT7,-0.9934415473,-0.9817884251,-1.0961564004,-0.9856712738,-1.2190998269,11332,L
ACOT8,0.186252648,0.3679076105,0.3408055888,0.386391477,0.3744087322,10005,L
ACOT9,-0.0324769314,-0.3108785239,-0.8850139242,-0.450238164,-0.6184573129,23597,L
ACOX1,0.0981152207,0.2246207985,0.2382354935,0.14946814,0.4736839061,51,L
ACOX2,-2.0938862388,-2.2113093206,-1.8925384167,-2.1433372941,-2.1249761181,8309,L
ACOX3,0.6349169784,0.500387354,0.6765000459,0.4005199499,0.6863492176,8310,L
ACP1,-0.1122427,0.5041528377,0.6499310273,0.8284476141,0.5915606937,52,L
ACP2,0.263275989,0.3218461668,-0.1424495364,0.6053621903,0.4787823623,53,L
ACP6,-0.0872267024,-0.0429388089,-0.2381042225,-0.0297852912,-0.1885494488,51205,L
ACPL2,-0.0699346155,1.8368375946,3.0526697274,3.034908364,3.0139302027,NA,L
ACSF2,-0.7339152548,-0.0762647277,0.516417905,0.0605340083,0.4754246491,80221,L
ACSL1,-0.0301166571,-0.0394674262,-0.2006979634,-0.1291465437,-0.3882784482,2180,L
ACSL3,0.276754349,-0.284953177,0.080127006,-0.3534061791,-0.3428869057,2181,L
ACSL4,-1.041417011,-1.0911443857,-1.3368145793,-1.0770738544,-1.1535872239,2182,L
ACSM3,0.1630590956,0.2537964364,0.3263967368,0.1501655825,0.2763269589,6296,L
ACSS2,-1.529206435,-1.6322048167,-1.6101879657,-1.8673886124,-1.7877742793,55902,L
ACTA1,0.0626383826,0.4079938382,-0.0546307132,-0.0262505204,-0.043531573,58,L
ACTA2,1.047870037,-2.1742578604,-3.725301154,-2.1548357312,-1.8898287274,59,L
ACTB,-0.3171468185,-0.9525444908,-2.0794070484,-1.2529633416,-1.5687321426,60,L
ACTC1,0.8067402862,1.1833433283,0.5737447823,0.3594291843,0.6410338791,70,L
ACTG1,-0.8169424017,-1.2876924015,-1.2834160317,-1.3793857761,-2.1142554966,71,L
ACTL6A,0.4033690434,0.0269116273,-0.6969478604,-0.0585365427,-0.4821350037,86,L
ACTN1,-0.5422300539,-1.3537599911,-1.5291502165,-0.842482783,-0.8799561916,87,L
ACTN4,0.0851247402,-0.0759850326,-0.7383146806,-0.3964295971,-0.6618882909,81,L
ACTR10,0.128670077,-0.1972891836,-0.3079668184,0.1730576278,0.1779889252,55860,L
ACTR1A,-0.0189192852,-0.2402890916,-0.8328871267,-0.6322251961,-0.9320209708,10121,L
ACTR1B,-0.1995865301,-0.1323474449,0.5495813589,0.3634885234,0.4100208862,10120,L
ACTR2,-0.2430326439,-0.5117533819,-0.6600465831,-0.4258206362,-0.729491573,10097,L
ACTR3,-0.3413649649,-0.5583494391,-1.0218854676,-1.2356744927,-1.2964485937,10096,L
ACTR3B,0.5286953434,0.4115199757,0.7261701406,0.3051801765,0.6195236415,57180,L
ACTR6,-0.0912277837,0.4271128656,0.6170320776,0.364493181,0.4002664065,64431,L
ACTR8,-0.1328312779,-0.0161443167,-0.6753960919,-0.3234876185,-0.4673139154,93973,L
ACTRT1,-0.1309505964,0.1006111662,0.508340032,0.1532688862,0.5144319509,139741,L
ACVR1,0.060247353,-0.6291312335,0.4457817018,-0.496958145,-0.1557390724,90,L
ACVR1B,-0.3188818605,-0.464886381,-0.6540463415,-0.7664647468,-0.585600695,91,L
ACY1,0.2926018625,-0.0445631555,-0.6405256422,0.0797216782,0.110508881,95,L
ACYP2,-0.2181850438,0.556531902,0.2680228046,0.9699517819,1.1732778647,98,L
ADA,-0.0572814179,-0.3807710201,-0.3590829313,-0.5670580072,-0.6215548795,100,L
ADAM10,-0.1732749106,-0.5135492849,-1.1052926318,-1.2206690433,-1.4410210174,102,L
ADAM15,-0.0563581822,0.6253069693,1.4119949052,0.6146879049,0.6955501331,8751,L
ADAM17,-0.2800462533,-0.4181972372,-0.3818771806,-0.5258855924,-0.5091624069,6868,L
ADAM19,0.421658577,-0.6567184136,-1.428707373,-1.3467790403,-1.808066418,8728,L
ADAM22,1.4939529313,1.2014064116,1.144617426,0.8274093769,0.7499925984,53616,L
ADAM23,-0.3592912249,-0.5758138097,-0.7355643527,-0.9305889996,-1.013762228,8745,L
ADAM9,-0.8726803724,-1.5803265151,-2.1339474778,-1.6138620677,-1.8899136798,8754,L
ADAMTS1,-4.2772540428,-4.3471735113,-4.0689795264,-4.167228045,-3.6733812387,9510,L
ADAMTS18,0.4348677106,0.6717382934,0.0145337771,0.0162716294,-0.0279872063,170692,L
ADAMTS2,0.4503256901,0.2987904188,0.7238936969,0.3810121872,0.3792238476,9509,L
ADAMTS4,0.1517415572,0.587062398,0.0737068119,0.5268322511,0.2025302278,9507,L
ADAMTS5,-1.7540093943,-2.0698183994,-2.0459216691,-2.043077735,-2.0273753038,11096,L
ADAMTS6,1.1951393985,1.0089948756,1.1649254191,1.0637153655,1.0293034588,11174,L
ADAMTSL1,-0.6585464852,-1.1152762845,-1.3834787536,-1.7803255055,-1.7134984307,92949,L
ADAMTSL3,0.1329302855,-0.1286191928,0.5063995608,0.6674591613,0.875878188,57188,L
ADAMTSL4,-0.1068473741,-0.209220733,-0.3968561419,-0.7321578297,-0.8959816131,54507,L
ADAR,0.1144850784,-0.2019813679,-0.3544665937,-0.4512468543,-0.4125318721,103,L
ADARB1,-0.7752639768,-1.3703063642,-0.8710890184,-1.0753515655,-0.3020597247,104,L
ADC,1.1294190181,0.2803974112,0.2753437985,0.3333116092,0.2284531693,NA,L
ADCK1,-0.3188223514,-0.2666653151,-0.4099105975,-0.3074695346,-0.1719775676,57143,L
ADCY4,-0.1423538418,-0.7577933218,-1.0346133705,-0.9990189182,-0.9169548536,196883,L
ADCY9,-0.2418563572,-0.5735720745,-0.6815324703,-0.91401068,-0.7215951086,115,L
ADD1,-1.1008609202,-1.0681933107,-1.330929813,-1.5597019202,-1.1297510516,118,L
ADD3,-0.5615234466,-1.3945560541,-0.5605422431,-1.4907132047,-1.6671486476,120,L
ADH1A,-0.36742676,-0.4205539494,-0.1918677005,-0.5263675262,-0.4448495309,124,L
ADH5,-0.6613171153,-0.5172498833,-0.4109179744,-0.5859474451,-0.5165416661,128,L
ADHFE1,-0.9496118693,-0.8443327706,-0.6458310866,-0.7578340505,-0.4121801766,137872,L
ADI1,-0.7975787935,-0.8609103426,-1.3321666233,-0.8289183448,-0.8436998197,55256,L
ADIG,0.0369493148,0.0773705007,-0.0152567443,0.1858034682,0.1770847791,149685,L
ADIPOR1,0.3295890089,0.9871915077,1.4322721146,1.6323831128,1.492674159,51094,L
ADIPOR2,0.1719672965,-0.0141842585,-0.1535238965,-0.213024533,-0.2802076256,79602,L
ADK,0.834201919,1.3994310079,1.6281819317,1.7506347368,1.4495197429,132,L
ADM,-1.8965944987,0.0090243469,0.5252614777,-0.1033094305,-0.1725513353,133,L
ADM2,0.4633601534,0.9262663172,1.4190626301,0.6947164877,1.6357874944,79924,L
ADNP,-0.1199972837,-0.3456206979,-0.5332125449,-1.0208352894,-0.5120163101,23394,L
ADNP2,0.1699479736,0.3840106323,-0.0895123592,0.0009730109,0.0049770506,22850,L
ADO,-0.2550457321,-0.4282133597,-0.5203162559,-0.5184931604,-0.540581969,84890,L
ADORA1,-0.9318201689,-0.8970143267,-4.22092637410998E-05,-0.6949405137,-0.3707474547,134,L
ADORA2B,1.3592450074,1.4953876644,2.2958619332,1.7272208801,1.5371905241,136,L
ADPGK,0.8489302294,0.5890984774,0.5891614583,1.1170921552,0.838079154,83440,L
ADPRH,0.1519617498,0.3921760301,0.3509456905,0.5672514351,0.4485253462,141,L
ADPRHL1,0.3072994644,0.3575825551,1.5843578235,0.6903779052,0.5067287858,113622,L
ADPRHL2,-0.6270334499,-0.7500704833,-0.4304087036,-0.4352562352,-0.1005615745,NA,L
ADRA2A,0.4163487272,-0.092775353,0.0053937545,0.2884272911,0.542572464,150,L
ADRB2,-1.7708941419,-1.5549932483,-0.7358183512,-1.2780348295,-0.9765744101,154,L
ADRBK1,0.2502603229,0.4728634521,0.7127464211,0.3373537958,0.4208617232,NA,L
ADSL,0.0872654824,-0.3047189902,-0.5203304289,-0.4224111798,-0.407651103,158,L
ADSSL1,0.3395411914,1.1837134844,2.7599324085,2.0102387416,2.4892569516,NA,L
AEBP1,2.2828820069,2.5057629378,2.4050035044,2.4198696597,3.0520369265,165,L
AES,-0.6110772762,-1.067473517,-0.9629989327,-1.1727248808,-0.9824338723,NA,L
AFAP1,-0.5966299994,-1.233816214,-1.312625025,-1.3030715764,-1.4231954544,60312,L
AFAP1L1,0.0900897403,0.3680179862,0.7654715203,0.4177024582,0.3528966183,134265,L
AFF1,0.118025191,-0.1029589589,-0.5500715619,-0.1778090927,-0.4162383462,4299,L
AFF2,0.4950600768,-0.7677331642,-0.6090931599,-0.6764770045,-0.6882973126,2334,L
AFF3,0.7536679212,-0.4372522563,-0.1425957806,-0.670090067,-0.4414756944,3899,L
AFF4,0.3035233556,-0.1540443721,0.066454324,-0.3125087115,-0.5099206232,27125,L
AFG3L1,-0.0338600344,-0.2062995896,-0.3932965337,-0.3087352643,-0.2817769401,NA,L
AFMID,0.0028638301,0.4611530602,0.3331035057,0.6970165731,0.2631203826,125061,L
AFTPH,-0.3732312049,0.0369393435,-0.031714703,-0.4860646716,-0.341305447,54812,L
AGAP3,-0.449189871,-0.9063331595,-0.5774449134,-0.4640533022,-0.5644272114,116988,L
AGAP8,-0.116246426,-0.5148087184,-0.177457151,-0.2611107706,-0.4480439273,NA,L
AGBL3,-0.0667753311,0.2993707572,0.0881789712,0.1452623281,0.0716602931,340351,L
AGBL5,-0.8767638018,-0.4050600987,-1.0463419937,-0.6229854102,-0.4524194056,60509,L
AGC1,0.3525672678,2.2564662161,2.0246084461,2.2331954708,1.9403416837,NA,L
AGFG1,-0.4081637098,-0.0438051311,-0.3676056176,-0.4581269387,-0.2743869968,3267,L
AGL,-0.098329238,-0.1522276222,-0.661559477,-0.1717826648,-0.5569554031,178,L
AGPAT1,0.1549699932,0.4225412321,0.0009556504,0.4019491356,0.6506424263,10554,L
AGPAT2,0.4392720238,0.6613535045,0.3070091702,0.4898373466,0.579949717,10555,L
AGPAT3,-0.2616942926,-0.281075178,-0.3427498064,-0.3652435247,-0.4456880561,56894,L
AGPAT4,-0.1606646499,-0.4349024575,-0.4516846395,-0.6599772373,0.0104551445,56895,L
AGPAT5,1.6182425446,1.3201013453,1.6920082097,1.674714476,0.961767043,55326,L
AGPAT9,-0.2961248851,-0.2116741158,0.9014133447,0.6318427886,0.7715451977,NA,L
AGPS,1.6331337263,0.7484462808,0.734401157,0.3534265015,0.0491834304,8540,L
AGRN,-0.0188812298,0.4305898007,0.8674121701,0.3459762947,0.5550204836,375790,L
AGTPBP1,-0.2324954318,-0.1483624899,-0.3103549081,-0.2536245829,-0.2110402715,23287,L
AGTR1,-0.3894769128,-0.5049870451,-0.5897372692,-0.7225487602,-0.6255339781,185,L
AGTRAP,0.1103082427,0.1378504761,0.3918891851,0.9314854301,1.0500091872,57085,L
AGXT2L2,0.1505246469,0.1262363875,0.141923806,0.1016161942,0.3856862275,NA,L
AHCYL1,-0.1426126823,-0.2029502664,0.352685762,-0.1144259555,-0.2354002085,10768,L
AHDC1,-0.0290935188,0.2638985526,0.4047326541,0.1449630331,0.2506520385,27245,L
AHNAK,-2.0405688153,-2.1465452776,-1.6190965601,-2.1857886625,-1.8113290048,79026,L
AHNAK2,-2.9633812915,-1.7907669653,-0.7641878843,-1.5256668436,-0.2597123894,113146,L
AHR,-1.1845888318,-1.4898865954,-1.4105308307,-1.5637387306,-1.3111434937,196,L
AHSA1,1.0046820707,0.0910057702,-0.2817835802,0.3564455587,0.0643507594,10598,L
AHSA2,-0.1586281756,-0.738038597,-0.2586483789,-0.9409822033,-0.7112080019,NA,L
AIDA,-0.318664152,-0.5712937804,-0.7679851603,-0.9682469799,-1.204854093,64853,L
AIF1L,0.0405170763,0.9463502373,0.5844997576,0.7716985691,0.7014451116,83543,L
AIFM1,0.1806000704,-0.1709531988,-0.708891075,-0.6428880536,-0.6071233399,9131,L
AIFM2,-0.0331340668,-0.11239496,-0.2605792435,-0.2995717144,-0.1928083885,84883,L
AIG1,-1.0660570646,-0.4344074691,-0.0339854205,0.0797479735,0.7340980683,51390,L
AIM1L,-0.0457066594,0.3125218601,0.7128147202,0.4604134051,0.448006165,NA,L
AIM2,0.2710098516,0.3505807853,-0.1276256402,0.1995957336,0.1833899378,9447,L
AIMP2,0.5444714948,-0.0061417939,-0.8034938347,-0.143340542,-0.4126214044,7965,L
AIP,-0.2913911973,-0.029032312,0.1017559029,0.1145123565,0.3603653586,9049,L
AIRE,0.0626288289,-0.8009382121,-0.0469121039,-0.5753353204,-0.7467715995,326,L
AK1,0.5231266499,0.6438155289,0.6682287203,0.9601227692,0.7162292394,203,L
AK2,1.0433258706,1.1754051601,1.4871642406,1.3567207141,1.3719482605,204,L
AK2P2,0.0816836202,-0.2316327895,0.0680691808,-0.4119392158,-0.2488260806,NA,L
AK3,-0.6612870256,-0.8795600439,-1.6763827039,-1.4545589419,-1.494072177,50808,L
AK3L1,2.1303524375,2.3887367073,2.3811849212,2.6020466227,2.3004033471,NA,L
AK5,-2.0839765396,-1.9611060837,-1.9830170581,-2.0306636858,-2.2079300751,26289,L
AKAP1,-0.2532539498,-0.3332897875,-0.3853939324,-0.4683076086,-0.350143904,8165,L
AKAP10,0.3832236671,-0.1167648933,0.1978545022,0.4210494774,0.0665647539,11216,L
AKAP11,0.5644600971,0.135793778,-0.0268288292,-0.1535035446,-0.1324385056,11215,L
AKAP12,-2.0439502999,-2.0763715217,-2.0561109026,-2.2548096396,-2.4223701942,9590,L
AKAP13,-0.0961639924,-0.6343507094,-0.4818584694,-0.4401324624,-0.2088068089,11214,L
AKAP8,0.0596895327,0.109831212,-0.3155426615,-0.2733511815,-0.2780950175,10270,L
AKIRIN1,1.0245871724,1.1080286872,0.4293778212,0.5940418997,0.2599401362,79647,L
AKIRIN2,-0.2235900252,-0.9641433101,-0.995406829,-1.0685838327,-0.955714144,55122,L
AKNA,0.1493070686,0.0524914683,-0.1215987991,-0.1223193811,0.3378791354,80709,L
AKR1B1,-0.8458121648,-1.1703672747,-2.1657362041,-1.3468153764,-1.7649995453,231,L
AKR1B10,-0.236440366,-0.6552878,-0.4138242714,-0.3393544842,-0.389284039,57016,L
AKR1C2,-1.6860632464,-2.6857607019,-3.2047806708,-2.4413885639,-2.8232113239,1646,L
AKR1C3,-1.2257592604,-2.6154047435,-4.0146575051,-3.6511510703,-4.2900812056,8644,L
AKR1C4,-1.4806205771,-2.690066644,-3.3155553981,-2.8427432176,-3.1057483073,1109,L
AKR1D1,-0.1902132606,-0.909737474,-0.5653512531,-0.6999195089,-0.8699195057,6718,L
AKR7A3,-0.2055226882,-0.1370419345,0.4345972315,0.0267938767,0.227764894,22977,L
AKT1,0.5449516173,1.130030581,1.1117907849,1.100481782,1.0118381742,207,L
AKT3,0.0464433489,-0.2145025096,0.0482753764,-0.4843283697,-0.0349228502,10000,L
AKTIP,-0.9924668667,-0.5920978998,-0.6556602511,-0.5018701353,-0.5248503997,64400,L
ALAD,-0.6939188755,-0.4446649465,-0.4587231703,-0.5305850743,-0.4566042821,210,L
ALB,0.0129344866,0.4060817366,0.2519473884,0.4036842917,0.1825966278,213,L
ALCAM,-0.9549377102,-1.4833822318,-0.5488798455,-0.6790006025,-0.830802849,214,L
ALDH16A1,0.1008278881,0.0804033113,-0.4814097524,-0.0604068645,-0.1177940695,126133,L
ALDH18A1,0.9737776851,1.5551193574,1.9122230004,1.683024382,1.7071975235,5832,L
ALDH1A3,-3.6722321086,-3.8416227612,-3.7750078857,-3.6050876354,-3.6694391036,220,L
ALDH1B1,0.173051298,-0.3065827052,-1.0694724407,-0.5538994283,-0.6641042901,219,L
ALDH1L2,1.6287452159,1.2072824907,0.6987171985,0.4890559965,1.1312428108,160428,L
ALDH2,1.003190327,-0.4711153276,-0.3633865467,-0.3924573654,-0.3998189432,217,L
ALDH3A1,-0.7740718762,-0.7905840798,-0.7767660194,-0.6819215335,-0.722958341,218,L
ALDH3A2,-1.9547621167,-2.1949812878,-2.0236706659,-1.9310912411,-1.7254269537,224,L
ALDH3B1,-0.9582840266,-1.3253587971,-1.6183055565,-0.893811916,-0.7718668739,221,L
ALDH4A1,-0.7362856121,-1.0810806648,-1.21841278,-1.2296142085,-1.2056164252,8659,L
ALDH6A1,-0.3271483631,0.4724999597,1.7956212731,1.3540498342,1.525905077,4329,L
ALDH7A1,-1.0343047164,-0.6875304005,-1.1380304176,-1.5912885304,-1.6066710086,501,L
ALDH9A1,-1.1560894953,-1.5975794752,-1.8212385093,-1.3440688358,-1.3388046125,223,L
ALDOA,0.6149300177,0.7075357083,0.9763593938,0.764636411,0.8054866713,226,L
ALDOC,1.2394025288,2.3737602332,2.5532787588,2.1942061506,2.243473075,230,L
ALG1,0.545726314,0.1708126978,-0.3766852425,0.3413005762,-0.0206130833,56052,L
ALG10,0.1062094612,0.3369415946,0.427711541,0.3197066577,0.1051653961,84920,L
ALG10B,0.3700217718,0.622064976,0.1944683066,0.6961853151,0.4968577319,144245,L
ALG11,0.2684682492,0.4276467511,0.6170524137,0.679354542,0.5784231311,440138,L
ALG14,0.7625544801,1.0802552302,0.4707846676,1.2087568996,0.7571164972,199857,L
ALG3,1.0192026291,0.8497259087,0.8904300906,1.2314663188,0.8322103248,10195,L
ALG5,0.7274783424,1.0482124732,0.9000786482,0.7762392096,1.0854986889,29880,L
ALG8,0.6962620853,0.7615718902,0.0405384685,0.8304412845,0.7009150772,79053,L
ALG9,0.6595606675,0.9665786429,0.4226994938,0.6937941331,0.4567659897,79796,L
ALKBH1,0.1662524947,0.2333757668,0.3970889784,0.3770087871,0.4517093988,8846,L
ALKBH2,0.4308930696,-0.0058910909,-0.0378974126,-0.0920534773,-0.221925359,121642,L
ALKBH4,-0.0296135859,0.0272700179,-0.2127534216,-0.146832326,-0.2906891386,54784,L
ALKBH5,0.9805625181,0.8266797715,1.2280631002,0.8381065749,0.8761242174,54890,L
ALKBH7,-0.0599092088,0.0105617479,0.456954177,0.1276060313,0.2382764822,84266,L
ALMS1,-0.035276623,0.2040303289,-0.0543744601,0.2355697947,-0.3015699486,7840,L
ALPK1,-0.1209995621,-0.4649222594,-0.0045271697,-0.1766713697,0.2116657437,80216,L
ALPK2,-2.1246956712,-2.6873882293,-2.9610585044,-2.9228954158,-2.5709933432,115701,L
ALPL,6.4253372664,7.2362600974,6.8169075767,5.335908856,5.5094826589,249,L
ALPP,-0.0419889021,-0.7001261111,-0.012429894,-0.6518560187,-0.7217848093,250,L
ALS2,-0.1578662162,-0.4625310123,-0.6659120468,-0.7203816482,-0.7711540242,57679,L
ALS2CL,-0.0838554927,0.1339136508,0.7123424108,0.1747528814,0.2485048577,259173,L
ALS2CR11,-0.1462908942,-0.0893344359,-0.3963972165,-0.3475994416,-0.2782131489,NA,L
ALS2CR4,0.1728265493,0.6629173434,0.4643040881,0.8408266357,0.5185519449,NA,L
ALS2CR8,-0.1931110796,-0.2592818737,-0.2362347778,-0.2612982568,-0.2284485412,NA,L
