GeneID,D1.log2fc,D3.log2fc,D6.log2fc,D10.log2fc,D14.log2fc,D1.adjPval,D3.adjPval,D6.adjPval,D10.adjPval,D14.adjPval
LOC642446,-0.0762598073,0.2027223081,0.7404943315,0.3937683813,0.4322477205,0.9247538585,0.5419133237,0.0037807054,0.1078084392,0.0041694027
LOC642469,0.5271385629,0.3808647703,0.4409163769,0.2633599308,0.4676491662,0.1801831146,0.3473049629,0.1903869221,0.5296027875,0.0197297304
LOC642489,-0.2628740213,-0.5852377865,-1.4897246105,-0.5103061652,-1.2329202183,0.7930726399,0.2426097177,0.0022295987,0.2930595597,0.000197746
LOC642520,-0.0239284884,0.0949024239,0.0403523867,0.4202025701,-0.0050414081,0.9748670581,0.7294401288,0.883863013,0.0141643291,0.9743736985
LOC642546,0.4140932685,0.1259161448,0.0075526286,-0.1734244049,-0.1760688664,0.0368848251,0.6510113063,0.9829780023,0.4042330523,0.0955029311
LOC642567,-0.2799270144,-0.5829220216,-0.7482793678,-0.8152934045,-0.7011563168,0.3257381905,0.0135512236,0.0021225503,0.0014740297,7.08762203736419E-05
LOC642590,-1.1694632101,-1.3674570891,-1.0350363073,-1.8973284647,-1.6157300529,0.012382843,0.0035329783,0.0137381556,0.0003236065,1.36727698679604E-05
LOC642617,-0.0684597534,-0.1112393871,0.0004471122,0.0879155485,0.267304317,0.8724571984,0.6289252297,0.9991196221,0.6835694378,0.0051737218
LOC642623,0.0595277677,0.1509010909,0.0262593675,0.1442873748,0.2168148082,0.9113730844,0.5036812911,0.9317065283,0.4751357559,0.0289213967
LOC642661,0.3131490498,0.1913387262,-0.0884461592,0.3602769028,0.0328477774,0.0856919033,0.3251223276,0.6890763525,0.0320551621,0.8007601729
LOC642738,0.0964458335,0.1600617909,0.1670082296,0.2558249046,0.3112702557,0.7452954416,0.3579821201,0.2582679743,0.0808252068,0.0012297223
LOC642741,0.2641470454,0.2694455825,0.1369493629,0.1090085989,0.2376053643,0.3164002988,0.2485049629,0.5931418281,0.7145489438,0.0489988482
LOC642749,-0.1060343347,0.3598019298,0.5027731173,0.4355401902,0.3957496525,0.8481379705,0.114613889,0.0190260153,0.0468236666,0.0037162175
LOC642755,0.1526652182,-0.3583337222,-0.1201077337,-0.1650427491,-0.2740068529,0.6848076285,0.0880392357,0.6439035103,0.4987522348,0.0212298267
LOC642759,0.1741341842,0.3084909243,0.3343498572,0.165745129,0.4357703996,0.7930284766,0.3994898917,0.2710428317,0.6907731616,0.0137859463
LOC642769,0.0889388679,0.1100118658,0.34484856,0.3531598022,0.1279511117,0.8475882748,0.7086005012,0.0498170145,0.0540348475,0.2410886638
LOC642780,0.4193308252,-0.1034272273,0.2085623706,-0.0498908088,-0.1008514667,0.0132765972,0.6590189523,0.1632446238,0.8429318156,0.2756344699
LOC642782,-0.2641492552,0.0566640181,-0.2959303671,-0.4425812224,-0.0235685861,0.2348030674,0.8861060527,0.0986630932,0.0201648314,0.8819451288
LOC642821,-0.1878735494,-0.2892494507,-0.1839898937,-0.1486086835,-0.2114785326,0.3773581841,0.0827577238,0.2604056258,0.4217439119,0.0246932821
LOC642828,0.0874372059,0.4671577178,0.4117109073,-0.3101251468,0.6601326211,0.9242161085,0.1051167709,0.1235938169,0.3007455877,0.0005589794
LOC642843,0.2059173622,0.0720218154,0.5757041654,0.3465571825,0.1011997953,0.6613865661,0.9010308849,0.0246886083,0.2035402902,0.569462659
LOC642859,-0.1048412143,-0.1031424819,0.0618208706,0.2941710366,-0.202955377,0.7644945859,0.6984936645,0.8040124641,0.0789241278,0.0355314462
LOC642897,-0.2240610002,-0.6606786957,-0.6225969038,-0.4550208902,-0.3980619696,0.2570881057,0.0007819283,0.0008588772,0.0081785988,0.0004753391
LOC642934,0.0183555174,-0.2116450756,-0.7801675224,-0.3413972866,0.1244649369,0.9813573593,0.2613482885,0.0002034792,0.04269826,0.2095334751
LOC642935,0.20099982,-0.096676992,0.5469165425,0.1649140022,0.3071167938,0.4875692779,0.7874803583,0.0070290443,0.4858829076,0.0099451449
LOC642946,0.3110384657,0.2533406822,0.509268288,0.511890888,0.220919171,0.1820076368,0.26685841,0.0117561621,0.0142853215,0.0578720333
LOC642947,-0.0840110643,-1.0906675899,-0.5385938741,-1.0065480619,-1.04389356,0.9638141333,0.0186455992,0.2259106238,0.0258451841,0.0006270418
LOC642956,2.7433018818,3.6905801161,2.1767005603,3.523045002,2.8002521018,4.03160365135643E-06,2.33281197737297E-07,1.02395027576418E-05,2.70413815286974E-07,1.27754114390695E-08
LOC642969,0.1757293599,0.14985496,0.0108510521,0.1647579266,0.2151720086,0.5403767539,0.563993862,0.9761831816,0.4463138367,0.0451003196
LOC642985,0.0179014717,-0.0095088681,0.3260792297,0.00673437,0.0683566936,0.9778862895,0.9784363576,0.0202671795,0.9820965987,0.4580793097
LOC642989,0.5842021734,0.7250807281,0.3404515973,0.4885152538,0.6896774844,0.0737779544,0.0199759636,0.2630578735,0.1060051753,0.0007197114
LOC643007,0.2513356736,0.151130601,0.1456159635,0.4875183068,0.3089611707,0.2588975865,0.5514863995,0.487093292,0.0109279124,0.0060278521
LOC643008,0.3846774765,2.4563435786,2.1329685116,2.1848690326,2.0531899735,0.077552467,1.55852339073958E-07,3.49803379600564E-07,3.19227927780548E-07,3.71564179355232E-09
LOC643031,0.4746817162,1.0868135897,1.1475627834,1.3997512567,1.6121274474,0.171986877,0.0017963382,0.0009127834,0.0002653343,8.98133657857149E-07
LOC643090,-0.0045400843,0.1285504914,0.745783449,0.4347890362,0.6202396904,0.9975163106,0.6589897065,0.0007169882,0.0246961551,5.10829192738816E-05
LOC643167,-0.2340547167,-0.5226713533,-0.1476595538,-0.1548922281,-0.4282270779,0.4122674201,0.017098263,0.5536920921,0.552769704,0.0016774537
LOC643248,-0.2131156454,0.0747708071,0.3323933361,-0.0655788556,-0.0303134216,0.3233014619,0.8159605908,0.0430528739,0.8060799373,0.8234235437
LOC643287,0.1844046515,1.0556726512,0.2063635174,0.1529973539,0.0756991367,0.5436166661,0.000095241,0.3094800123,0.522796484,0.5682528407
LOC643296,-0.0587728359,0.0851026921,0.1890873696,0.4161097517,0.2747568915,0.9350037325,0.8305510121,0.3985164379,0.0450702631,0.0230842489
LOC643300,0.4097875258,-0.0434453679,-0.3651811338,-0.3682977307,-0.4955714858,0.3272469969,0.9582272983,0.2779186515,0.3012727802,0.011641166
LOC643310,-0.4363469076,-0.2836028435,0.0697195072,-0.8281511938,-0.3178377931,0.1606413556,0.3975412925,0.8772875878,0.0048782954,0.0439787963
LOC643319,0.2901967466,-0.8838374083,-1.4578100677,-0.9875921766,-1.368204029,0.3141907588,0.0010915162,1.85617819171911E-05,0.0004359667,3.35398804740135E-07
LOC643320,-0.0875289377,-0.0838746017,0.0202894355,0.0601801507,0.3692864029,0.7920238538,0.7385025395,0.9406356646,0.7950519974,0.0004262602
LOC643327,0.0211732686,0.0045636294,0.1431397887,0.1063521885,0.1862982852,0.9719657524,0.9899313268,0.3122945181,0.5241999089,0.0201246048
LOC643357,-0.1808677309,-0.2499718956,-0.3914965285,-0.2769288876,-0.5412400269,0.6994372603,0.4182963369,0.1009356895,0.3032593734,0.0010623316
LOC643432,0.0745016047,0.0218376903,0.0581664384,0.3267039894,0.2790319143,0.876565157,0.9598502938,0.8276530792,0.0597271363,0.0077278165
LOC643433,0.2563965112,0.3059193607,0.2201408991,0.2603765943,0.3648191408,0.3163482165,0.1574717277,0.291458023,0.2197305892,0.0039442093
LOC643446,0.1211711758,0.137380014,-0.0549672201,-0.0264548173,-0.298043581,0.7878903622,0.6618451079,0.8695386042,0.9485536808,0.0140694388
LOC643509,-0.1071262136,-1.0014240319,-0.5686039134,-0.8316224979,-1.0174244902,0.9270360974,0.0075404827,0.0904589057,0.0199012057,0.0001236109
LOC643624,0.0236516542,0.1288096714,0.3765734497,0.1800701633,0.2713442473,0.9766044162,0.6354432924,0.0322724015,0.3754213202,0.012130056
LOC643634,-0.1897928202,-0.1191761835,-0.2311362835,-0.2006691976,-0.1932479069,0.3616172948,0.6075832982,0.1353338113,0.2307428457,0.0365694697
LOC643733,-0.0895322393,-0.2333571531,-0.2238887612,-0.2942352773,-0.2562096897,0.8134818231,0.1839689517,0.1582856544,0.0717415742,0.0089633821
LOC643778,0.1426581279,-0.2428354962,-0.3744049513,-0.4382243294,-0.4891043364,0.8855495852,0.6417977901,0.2933001524,0.2269832563,0.0166436826
LOC643779,0.1565072248,-0.0473338658,0.0672199204,0.0964889866,0.3226663215,0.7377418649,0.9300457957,0.8561901561,0.7873624733,0.0182829416
LOC643815,-0.7067956521,-0.3449357725,-0.4400404954,-0.5639552687,-0.5381266291,0.0179795371,0.2613795541,0.093722151,0.0402104071,0.0021433549
LOC643834,0.3458282023,0.4057116093,0.1356317345,0.1877483396,0.3352457996,0.0846204159,0.0317363998,0.5252762534,0.3547859056,0.003495203
LOC643870,-0.060999284,0.2228727575,0.7321702746,0.7156932621,0.9091602693,0.9632767751,0.6450950387,0.0197050472,0.0273763515,0.0001494774
LOC643873,-0.528882574,-0.5463553313,-0.4105011034,-0.7503930288,-0.3795061672,0.1218525329,0.0848473911,0.1711545951,0.0171442832,0.0327572731
LOC643882,0.1224825795,0.2811527185,0.5411688633,0.1615803523,0.2209296864,0.749665763,0.1593963222,0.0052850309,0.4622571817,0.0413142277
LOC643888,-0.3594648738,-0.1127548007,-0.0809496885,0.1086650045,-0.2092767991,0.0523240189,0.6702744053,0.7324770658,0.6312617785,0.0346409602
LOC643911,-0.664374733,0.3804420594,-0.3078236578,0.3739671421,0.3607709467,0.0034382449,0.0578076597,0.1006674407,0.0561381668,0.0032663499
LOC643912,-0.0868746494,0.1017877839,0.4150908911,0.0135233753,0.1759558359,0.8909845376,0.8011124904,0.0486043845,0.9763650893,0.1695228737
LOC643933,-0.0615984968,0.3536280932,0.4688276706,-0.0252457158,0.1134751511,0.9324509749,0.1090102147,0.0233787425,0.9530115793,0.3926231623
LOC643949,0.3343398196,0.8037258611,0.6802949478,0.7614298127,0.6752979614,0.5120923794,0.0229377918,0.0387670035,0.0275346226,0.0020630299
LOC643997,0.0061559414,-0.1244563493,-0.8118414578,-0.2980120992,-0.7275000639,0.9975163106,0.8028728701,0.0040816582,0.3080873091,0.0002205529
LOC644001,0.5303362981,-0.0592157825,-0.0457414689,0.0260207135,0.0640421427,0.0113054047,0.8807689728,0.8844434765,0.9448986726,0.6281535908
LOC644019,-0.0881463356,0.2144185671,0.1848383424,0.3557664003,0.2332056363,0.8750621734,0.3850787347,0.4015597553,0.0812403565,0.046667033
LOC644033,-0.8360114288,-0.7799280575,-1.5314445714,-1.1395221761,-1.3508339476,0.0033663891,0.0039286727,2.1251443716272E-05,0.0002485729,6.45637402929963E-07
LOC644039,0.184182977,0.1980445575,0.2513080285,0.1375324696,0.2716431442,0.5623144295,0.4347857647,0.2088624936,0.5952123463,0.0213192875
LOC644063,0.4457689841,-0.2259081099,-0.2977013884,-0.0942206545,-0.664506761,0.4729456947,0.7637267407,0.56598563,0.9050709316,0.0103136091
LOC644086,0.0651679829,0.0982894622,-0.0460004363,0.1081967295,0.2446135604,0.9275640519,0.8039552678,0.8990261731,0.7242125189,0.0471695998
LOC644101,0.3107845231,0.4877827738,-0.3143737643,0.1669194018,-0.1806600136,0.2235389822,0.0286152809,0.1329283766,0.5273900485,0.1509197757
LOC644113,-0.1360789446,-0.2768694744,-0.5584806974,-0.4547329062,-0.4630787079,0.8398630767,0.4046209948,0.0325174097,0.0938761408,0.0052724945
LOC644124,0.5250996852,0.4574340774,0.0871975079,0.562952167,0.3550599496,0.0062392833,0.0109212902,0.701605472,0.0027360889,0.0014168226
LOC644128,-0.1411099832,-0.3692094356,-0.2171117596,-0.4855282768,-0.4632082815,0.7213458497,0.0772544735,0.297907768,0.0191179812,0.0007514136
LOC644132,0.0508121343,-0.1669204942,-0.2925554871,-0.2249170683,-0.209555638,0.9348798002,0.4673226908,0.0879046967,0.2292938061,0.0421768583
LOC644186,0.349312326,0.0020228572,-0.0280979455,-0.0262600816,0.1451135397,0.0430970264,0.9964243702,0.9194207293,0.932255472,0.1163694103
LOC644191,0.0692860827,0.0900507871,0.3105784486,0.3494407369,0.4040614337,0.918151085,0.8203420717,0.1254710468,0.0982270481,0.0024951876
LOC644214,0.1663458583,-0.0506626331,-0.8250151605,-0.0322415767,-0.4449163112,0.7490782185,0.9319818553,0.0025116006,0.9495971667,0.0046168987
LOC644224,0.1000611534,0.2883804829,-0.0731924267,0.3434416737,0.0416086865,0.7265800344,0.0533602199,0.7090523322,0.0205715355,0.6949469546
LOC644237,0.4661240205,2.1165775159,2.8933834965,2.2613954662,2.1264014837,0.4374111882,0.0001964014,1.25815170342455E-05,0.000104472,1.7009184733123E-06
LOC644248,0.0163575817,0.3053826906,0.6625812006,0.4674849857,0.4111384532,0.9820322194,0.0641385969,0.0004860618,0.0062277948,0.0003258754
LOC644250,-0.2035427085,-0.9990823374,-0.3518249232,-0.9460017167,-0.7886048701,0.76716114,0.0049427081,0.2934640062,0.0063608064,0.0004963397
LOC644265,-0.0845167074,0.309200717,0.1371929413,-0.022750733,0.2419340528,0.876565157,0.1361969302,0.557937165,0.9542607112,0.0335903523
LOC644291,-0.0277636966,-0.0909746665,0.419661317,0.0183327883,-0.0517219244,0.9748670581,0.8057177873,0.0294815973,0.9642203228,0.7260727562
LOC644322,0.1822272115,0.9603521703,1.7513272034,0.9506135259,0.9101151123,0.6281913622,0.000457167,0.000003376,0.0004287273,7.18061336981937E-06
LOC644330,-0.1970274512,-0.680446997,-0.9332408901,-0.8102019048,-1.2078867743,0.7704192395,0.0374969581,0.0047608918,0.0136790462,1.43517559951345E-05
LOC644350,-0.326515494,-0.259923556,-0.3158513711,-0.3485710461,-0.3686831346,0.1992855686,0.3013109398,0.1356586311,0.1138648516,0.0058664255
LOC644351,-0.070298986,0.0068392556,-0.1193513421,0.1505971329,0.1889939631,0.8398630767,0.9843464448,0.4399959813,0.3223041717,0.0206568344
LOC644353,-0.1160164707,-0.0575564717,-0.1026582427,-0.2537994028,-0.2608714696,0.69628606,0.8567927028,0.5967168001,0.1112556244,0.0066836387
LOC644361,-0.0529064685,0.267877761,0.0433036665,0.2385319837,0.2336956446,0.9430942622,0.2375445873,0.9010668174,0.2747565549,0.0474529681
LOC644363,-0.2289362891,0.0056565151,-0.4201888669,-0.4729084038,-0.3947920694,0.7392141164,0.995263701,0.216923855,0.1784088005,0.0454528086
LOC644391,-0.070218206,0.0459772638,0.1928652908,0.6202032193,0.4572081739,0.9472861787,0.94651342,0.5774314018,0.0319308691,0.0081969801
LOC644397,-0.0371335742,-0.0827286157,-0.111033747,-0.0214883732,-0.1940221711,0.9530606755,0.777913985,0.5794138753,0.9483194539,0.0421017041
LOC644419,0.1087128365,0.1713088153,0.2858971881,0.1494229366,0.2862654497,0.7214217973,0.3574724039,0.0564898909,0.3974307488,0.0034353739
LOC644422,-0.047327259,0.2053014388,-0.3890249999,-0.3648446809,-0.3659324902,0.9676751401,0.6017761001,0.1409827757,0.1951260847,0.0217368989
LOC644464,-0.0431856176,-0.2709996086,-0.5387774625,-0.3390778751,-0.5894765947,0.9595634975,0.2590611646,0.011743753,0.116661971,0.0001875554
LOC644477,0.0790899686,0.0224648453,0.0941218471,0.0157949131,0.2180491288,0.8360305156,0.95329395,0.6296189131,0.9594432488,0.016697667
LOC644496,-0.493557533,-0.4840379764,-0.4243844364,-0.5258053824,-0.3832912864,0.037352001,0.0320127865,0.0443049822,0.0189746363,0.0046543923
LOC644511,0.268449703,0.4952010618,0.5905916072,0.5111798051,0.4186779643,0.5906574541,0.1234959114,0.0453260628,0.0973763944,0.0198196919
LOC644517,-0.5043453643,-0.7684138248,-0.8645730631,-0.2075576784,-0.4124705588,0.0094588496,0.0004222744,0.0001276583,0.2621536988,0.0005879489
LOC644528,0.165561673,-0.0236808347,0.3348153864,0.1452095017,0.0713994814,0.4649545061,0.9521499925,0.0300981043,0.4278496761,0.4907725067
LOC644544,0.0703339519,0.0846434576,0.0032063708,-0.1537637856,-0.20175634,0.8452726812,0.7151551385,0.9904965354,0.3236476456,0.0164905031
LOC644580,-0.084780443,-0.0166051796,0.079414142,0.1150145889,0.3096711646,0.861389744,0.9707286654,0.7615906635,0.6385228408,0.0060020813
LOC644584,0.1356642675,-0.0224166937,-0.1795141375,-0.2929647159,-0.4550832822,0.8320004097,0.9720894864,0.5674031115,0.3002413787,0.0048323253
LOC644615,-0.3246317952,-0.1129982058,-0.2491619207,-0.2107516138,-0.2669355169,0.1572288194,0.7404635984,0.2152577093,0.3441475158,0.0237429294
LOC644644,0.0437192498,0.1529210215,-0.0016610549,0.3216340056,0.2252648287,0.9504448495,0.5514863995,0.9967395251,0.0854728814,0.0364446501
LOC644684,0.5077109651,0.1214777893,0.4948230976,0.5022167933,0.3456538077,0.0163025846,0.6913929523,0.0105424008,0.0120890538,0.0039811955
LOC644694,0.01466009,0.0444319491,0.4301653503,0.278758803,0.2370021131,0.9888330715,0.9237176727,0.0291635251,0.1823663656,0.0433045236
LOC644745,-0.1189431444,-1.0961681313,-0.6416876196,-1.0200641096,-1.0029400458,0.9268828413,0.0080514602,0.0840566644,0.0112970308,0.0002995496
LOC644761,0.5781503263,0.6895043427,0.9432331013,0.9876155283,1.2528576676,0.0327929815,0.0094689897,0.000925611,0.0008166864,1.46026577462424E-06
LOC644774,1.8968682551,2.273884846,2.2376763977,2.3933467472,2.1240678347,7.3993979372125E-06,1.19740518549772E-06,9.67326108353543E-07,0.000000631,1.23258543930722E-08
LOC644782,0.5571375407,0.7756127451,0.8146894568,0.7841775357,0.5203425754,0.015414949,0.0014280212,0.0007454373,0.0011907563,0.0004105727
LOC644790,0.1439842448,0.345456317,0.4274766745,0.3613513757,0.6908839657,0.7586743229,0.1495128855,0.0490748819,0.1127834788,8.33148389911631E-05
LOC644799,-0.0143557956,-0.4205110234,-0.5900940783,-0.4547026297,-0.1791191304,0.9907626426,0.0933276465,0.0140640117,0.0610444487,0.210977898
LOC644809,0.3391508662,0.3713986154,0.0222633894,0.4012481147,0.2099908634,0.0691903423,0.0353575652,0.943415803,0.0216232286,0.0343678153
LOC644814,-0.0881280439,0.2554085452,0.3833661428,0.131619395,0.0567981387,0.7842284868,0.0949151417,0.0098469751,0.4422191954,0.5695499164
LOC644838,0.0242164121,0.034291742,0.0483571146,0.320207542,-0.020074761,0.9702989977,0.9200374372,0.8384297678,0.0360921854,0.8753798459
LOC644860,-0.0399490031,-0.2296311572,-0.3708631149,-0.3232492312,-0.30722934,0.9526906279,0.2436951161,0.0307414376,0.0687574094,0.0049111296
LOC644869,-0.1928332866,-0.4541723327,-0.4703684888,-0.2280396589,-0.1945123426,0.6588959629,0.0720004014,0.0460890226,0.414946181,0.1755104633
LOC644877,-0.5889219591,-0.8096778758,-1.4456566528,-0.6198368205,-1.0079630302,0.0709336204,0.0107228433,0.0001568496,0.0397654412,3.90927177998325E-05
LOC644880,0.0097521083,0.1885737758,0.4395077923,0.2039736854,0.198458976,0.989822637,0.2616115438,0.0047316702,0.1850255597,0.023088846
LOC644889,0.1852498589,0.3015823136,0.0164953492,0.5072231552,0.284332716,0.4293226445,0.0864178891,0.9587414567,0.0053673755,0.0061909767
LOC644907,0.155864609,0.5155606147,0.4743432303,0.7251905075,0.4612343548,0.8328280555,0.0992028024,0.1013319145,0.0187383713,0.010533258
LOC644914,0.2773992262,0.3325867765,-0.2010135032,0.4506130851,0.3073616229,0.4092725312,0.2227109594,0.4725791194,0.0698768522,0.0324141152
LOC644928,0.1004656163,0.3579361285,0.5343064618,0.6441669239,0.4669028748,0.882424425,0.1616090951,0.0225272568,0.0100707023,0.0023027414
LOC644934,0.1006738967,0.1039601917,0.2447670227,0.2567111727,0.3799851646,0.815688346,0.7359173002,0.1743454862,0.1735935891,0.0015432185
LOC644936,-0.1011124793,-0.4816753569,-1.1567555641,-0.8336798441,-0.8531991348,0.8659797373,0.0358745995,9.0630396144646E-05,0.001203792,1.35466206939368E-05
LOC644937,-0.1384437457,0.1386631361,0.4429581842,0.263951955,0.5474453965,0.8399470589,0.7749145446,0.0933073283,0.3953600805,0.0019787348
LOC644949,0.1948465901,-0.2279447398,0.1442658617,-0.3403687589,-0.267452845,0.3473365655,0.1896432882,0.4098756158,0.0356169084,0.0063864156
LOC644999,-0.0447312998,0.4317382034,0.0110155872,0.1173601829,0.0460775386,0.9550867637,0.0396693467,0.9783338032,0.6762452864,0.7672015444
LOC645018,-0.0034772353,0.2916108139,0.2965736338,0.4024738993,0.3776288974,0.9982867207,0.2228371089,0.1619153616,0.0649225107,0.0048661518
LOC645058,0.169475706,0.1444194628,0.220716988,0.5206735408,0.2746546863,0.6281175905,0.6381760557,0.2945053726,0.0138885919,0.0218192361
LOC645094,-0.5676783817,-0.7169179601,-0.4507923425,-0.1710426823,-0.3477645802,0.0411746675,0.0088826221,0.0677556074,0.6080913191,0.0209702984
LOC645138,0.268396315,0.5916065719,0.3401660404,0.3500897303,0.5257864598,0.3085739887,0.0084128342,0.0922547367,0.098208902,0.0003930336
LOC645146,0.6690567518,0.3052615336,-0.1426068432,-0.0273402843,0.0017763264,0.0008842616,0.0648413756,0.417471876,0.9299654029,0.9908375573
LOC645157,0.4732214885,0.6943558592,0.5602699328,0.467538668,0.7463088363,0.0825215802,0.0089321766,0.0216172397,0.0616069079,9.89757821606953E-05
LOC645166,0.1352893534,-0.5575230888,-0.8909205789,-0.3152121994,-0.554045532,0.8429207459,0.0456216588,0.002349045,0.2776995391,0.0016862123
LOC645173,0.1138873987,0.2721796074,0.3089972001,0.2606954768,0.2352458765,0.7932916658,0.2000831095,0.0995335701,0.196770373,0.0373407327
LOC645174,0.2529219734,0.1277232583,0.1273219349,0.0521592639,0.2972677099,0.1664444852,0.5694000021,0.4846806262,0.8429318156,0.0031712554
LOC645175,-0.0234098672,-0.0986667125,-0.371756157,-0.1336637075,-0.3806391163,0.9839741841,0.8330599883,0.1123111703,0.6945544734,0.0092555227
LOC645217,-0.005418613,-0.0228753365,0.094317112,0.210253369,0.2937511047,0.9975163106,0.9699954758,0.7986794475,0.4756544073,0.0412450085
LOC645233,0.9200629648,0.6482405399,0.3662109494,0.4577258572,0.1720343578,0.0001944334,0.0016236561,0.0336758912,0.0131659333,0.0940406938
LOC645236,-0.6741891564,-0.4665321535,-0.4810810389,-0.7286472988,-0.9145964491,0.0124734,0.0628002601,0.0409322954,0.0053283499,1.60126298198228E-05
LOC645253,-0.0506716711,0.2033959557,0.3685430967,0.3076812658,0.2190473483,0.9401201221,0.3700484797,0.0425999843,0.105320651,0.0440929168
LOC645287,0.1933330355,0.0003035927,-0.0608101493,0.3742844291,0.1851761478,0.450763755,0.9993507016,0.8301241033,0.041607948,0.078183845
LOC645296,0.1319831841,0.0443512673,-0.0391398199,0.0255921093,0.2073893842,0.5715330774,0.886395397,0.8700152843,0.9270660023,0.0162854691
LOC645313,0.7898490895,0.4589762343,-0.2280706965,0.48381002,0.0769775699,0.0424225131,0.2551669039,0.6099298464,0.1931440876,0.7807601377
LOC645314,-0.12175331,-0.2268299442,-0.0926473819,-0.1814322659,-0.2761576573,0.6717960696,0.184521206,0.6482391464,0.2860042652,0.0047746162
LOC645317,0.2585155555,0.6122808871,0.2181311005,0.4334760545,0.30134764,0.4553651779,0.0171117032,0.417348056,0.0789384815,0.0342643751
LOC645332,-0.0448442927,-0.5665824027,-0.7835167663,-0.450061358,-0.4704076122,0.9359993971,0.0018488263,0.0001345464,0.0074457864,0.0001083706
LOC645334,0.0852257235,0.1920683116,0.271096793,0.1776237064,0.3039151238,0.8214909117,0.2898105801,0.0747398905,0.3000271229,0.002561024
LOC645349,0.1834760799,0.2637997096,0.6558770916,0.5425288648,0.1243595174,0.3537628904,0.0956384131,0.0003649044,0.0017141827,0.1635122502
LOC645365,-0.0011568232,0.1109320148,0.5265823137,0.5137467688,0.2133706571,0.9985106352,0.7000675787,0.0048878502,0.0070794406,0.0403074374
LOC645367,0.210533645,0.215227966,-0.0455090168,0.1490673492,0.2034894649,0.3094431897,0.2408708653,0.864933939,0.4350141668,0.0334757372
LOC645381,0.0926658915,0.3829622687,1.1315629512,0.5022645302,0.7201232923,0.9315712721,0.2895156997,0.0013187857,0.1152762292,0.000767925
LOC645411,0.0024183469,0.0324315741,0.4106155092,-0.0782666666,0.0410292933,0.9982942622,0.9410188061,0.0238938591,0.7834289687,0.773598364
LOC645436,-0.2405967706,0.1537937277,-0.8091651778,-0.3813453089,-0.0836562496,0.7382855375,0.8199820194,0.0209278039,0.330555531,0.758817494
LOC645452,-0.0879930362,-1.2737887708,-0.5546460694,-1.3654060259,-1.2116664675,0.9742701527,0.0366144725,0.3819729335,0.0233307442,0.0016432881
LOC645463,0.4146630178,0.1679864919,-0.0004527421,-0.0394067569,-0.0338039772,0.046502529,0.512780097,0.9994745252,0.9124988984,0.8257353188
LOC645520,-0.0876614683,0.1744837841,0.4443471303,0.2728790411,0.2965491604,0.8842793929,0.5474832593,0.0299014936,0.2140632681,0.017019993
LOC645586,0.0429042063,-0.078851939,0.5389555154,0.1014729482,0.2346429149,0.9687167003,0.881114637,0.0277916296,0.7952259878,0.1067481969
LOC645605,-0.0115804509,0.0165085412,0.4313165788,0.3429839694,0.2344648034,0.9916058418,0.9740811474,0.0338633778,0.1054000964,0.0528605443
LOC645620,0.0405820881,-0.06613453,0.3194258045,-0.2049119775,0.0201547811,0.9470237692,0.8358841549,0.0444266339,0.2368541271,0.8860342433
LOC645630,0.3257039697,0.5901660778,0.528300573,0.5151898158,0.6458859875,0.3861436768,0.0421510637,0.0518471222,0.069288991,0.0007562311
LOC645638,-1.3303797305,-2.4386917459,-1.3869955884,-1.1204090349,-0.5184906926,0.0002840321,0.00000183,0.0001012536,0.0005922629,0.0026062244
LOC645648,0.3344353688,0.0520985841,0.3650798644,0.2265357165,0.4029792353,0.3892589479,0.9391237302,0.2063745445,0.5244211166,0.0186063554
LOC645676,0.2883895595,0.8033271602,1.587647116,0.4943819989,0.5824161732,0.3053574709,0.001824505,8.62339032666151E-06,0.0298846854,0.0003030349
LOC645688,0.0390017988,0.3331237041,0.2046907044,0.2261821908,0.3329029533,0.9690442417,0.1850240975,0.423658573,0.3886391611,0.015529802
LOC645689,0.1186636724,0.0600444156,0.0438336209,-0.0074580128,0.2431336311,0.8057804277,0.8956094548,0.9033881194,0.9865763983,0.0456362106
LOC645690,0.0028011082,-0.0682688727,-0.096622337,0.4683443946,-0.0756510419,0.9982867207,0.8271729731,0.6445466021,0.0070146434,0.4755741457
LOC645691,-0.063238554,0.7302654733,-0.1347841736,-0.431410325,0.3412540695,0.9451638327,0.0067270203,0.6836852834,0.0861593315,0.0199807552
LOC645723,-0.0641584992,0.0964929493,0.4987380924,0.3454135022,0.0187861225,0.8940181967,0.7194288602,0.0039205201,0.0371978898,0.8950316815
LOC645726,-0.1270485047,-0.0604523291,-0.2220510128,-0.1945304945,-0.1775392322,0.5568655458,0.815971638,0.0935708231,0.1680475959,0.026954541
LOC645781,-0.1113075408,-0.0160924194,-0.0107807971,0.0918446679,0.2405487316,0.7970259076,0.9721323638,0.9776371589,0.7458204278,0.0316842172
LOC645799,0.314288285,0.2187896771,0.0660835023,0.4262829836,0.1285248165,0.1740862888,0.3662847357,0.8337631838,0.0360229594,0.2939766803
LOC645818,0.0795116386,0.1388189815,0.4733813096,0.064326447,0.0680760654,0.7941721543,0.412357799,0.0016538585,0.749840375,0.4346270978
LOC645822,-0.249594866,-0.3780744824,-0.3307393883,-0.4768825312,-0.4565884863,0.4858915032,0.1477823436,0.1696433137,0.0535757685,0.0031999302
