GeneID,D1.log2fc,D3.log2fc,D6.log2fc,D10.log2fc,D14.log2fc,D1.adjPval,D3.adjPval,D6.adjPval,D10.adjPval,D14.adjPval
RFTN1,-2.9786381772,-3.2012986625,-3.6614804005,-3.5183592052,-3.5905097314,9.38304795471778E-08,3.64072527177809E-08,8.2839072209955E-09,1.26846525326354E-08,6.61000988271024E-11
RFTN2,1.6665443652,2.2499742977,2.6998215985,2.8125181991,2.6979170256,5.37998563537094E-05,3.46860865734376E-06,6.03373511113872E-07,4.74091643122247E-07,4.86833068895437E-09
RFWD3,0.4397379882,0.3647234409,-0.3709366726,-0.0728848262,-0.3048423626,0.0516796637,0.0913042705,0.0640242026,0.8283644954,0.0137873376
RFX5,0.2923955314,0.0298393669,-1.448285576,-0.692287913,-1.1007615445,0.7993526018,0.9813619684,0.0058724806,0.1882024206,0.0011384926
RFX7,0.0474604237,-0.4216698071,-0.3730201533,-0.4791880696,-0.6085321371,0.9455271519,0.0309932945,0.0413567782,0.0143739028,5.7110196690121E-05
RFXANK,0.2851905226,0.4926750591,-0.1725995568,0.0954494387,-0.0644466245,0.2636148739,0.0235176396,0.4647640607,0.7604711746,0.6689270961
RFXAP,-0.5424694654,-0.1808876483,-0.3445934258,-0.2586116289,-0.2697644426,0.0104236373,0.4573850333,0.0593187172,0.1876894434,0.0163200583
RG9MTD1,0.3967708026,0.2033676194,-0.5743270907,-0.4432122086,-0.3575169936,0.1534807332,0.5461266227,0.017358301,0.0717415742,0.0139358449
RG9MTD2,0.0211832772,0.2360245618,0.1772704008,0.2400022846,0.4136052819,0.9828608466,0.3486546838,0.4546875151,0.2944608449,0.0023052802
RGL1,-1.2732538904,-1.6216696337,-2.0175898634,-1.9913111965,-2.0230962123,2.70990985259567E-05,2.65488029856369E-06,3.49803379600564E-07,4.19740841780764E-07,2.62371596558431E-09
RGMA,0.2147948959,0.1363175335,-0.3946010506,-0.2960997814,-0.360410738,0.6160152362,0.7557338278,0.1073979416,0.2772154705,0.0165021201
RGMB,-1.4222707544,-1.4608255243,-1.3573573368,-1.6637061143,-1.4226661547,0.0005046277,0.0002929129,0.0003590689,9.84957792873043E-05,3.52338920563983E-06
RGN,-0.0741559819,0.1831938775,0.1308588583,0.5166529737,0.1369515358,0.9143010892,0.5386844578,0.6373968544,0.0204024287,0.3029822503
RGNEF,-0.3249783697,-0.4132929899,-0.2367853287,-0.3082787605,-0.2784558561,0.0428245061,0.0089637361,0.0969943721,0.0391885244,0.0029679686
RGPD8,0.5252481818,0.0135975499,0.05456445,-0.1504896851,-0.3376391184,0.0509196485,0.9825177673,0.8962100603,0.6530437941,0.0204197811
RGS11,-0.1927641492,-0.2558921102,-0.5972891629,-0.270119094,-0.369727294,0.2780974411,0.08802439,0.0004975784,0.0634287425,0.0003390931
RGS12,-0.1324499791,-0.1046712797,-0.5486546216,-0.2413255045,-0.263053591,0.7476672135,0.7652622288,0.0074797476,0.2588549316,0.0252138437
RGS16,0.9965796567,1.2828666561,1.8233734191,1.4034712799,1.5286830663,0.00192673,0.0002362052,1.13345020417082E-05,0.0001045068,0.000000495
RGS17,-0.7825212948,-1.201037429,-1.0174209939,-0.8918575077,-0.9636814256,0.0354605153,0.0021130624,0.0045389227,0.012394838,0.0001640962
RGS19,0.1453493034,0.3168291044,0.3238918398,0.421138772,0.4032875933,0.7633097237,0.208145345,0.1477214992,0.0684735343,0.0046467781
RGS2,-1.7186257994,-1.3526542918,0.4600983771,-0.0464717179,0.1500483028,0.0010546668,0.0038622233,0.2900647119,0.9567569423,0.6081402324
RGS20,-0.8502408076,-1.6857248593,-1.5932553088,-1.4615208771,-1.442254026,0.0036800789,1.82304318251808E-05,1.99385699750445E-05,4.75091890693255E-05,4.87831656324193E-07
RGS21,0.1732162198,-0.0174601876,0.2220977745,0.3067549114,0.1282921243,0.3707271278,0.9616446717,0.118423852,0.0389813116,0.1340437555
RGS3,0.242431539,-0.2919521262,-0.3214429073,-0.8011819915,-0.5862795253,0.7382432212,0.5611347226,0.4141877566,0.0281824068,0.0073649783
RGS4,-3.1156821936,-2.5516260919,-2.3784750833,-2.7027975463,-2.9975233864,4.50807460093922E-06,1.27482018701869E-05,1.51734145382125E-05,6.84561811167962E-06,2.36961060309905E-08
RHBDD1,0.4894187213,0.4334374398,0.7337055138,0.3720385959,0.8367105171,0.0353800631,0.0494381507,0.0018026861,0.0848661065,1.16814415362129E-05
RHBDF1,-1.8296749947,-1.1172864866,-0.0773597898,-1.0397270265,-0.9795385909,1.04833193308493E-06,2.85105131371523E-05,0.7577878316,0.000042715,6.35555345605464E-07
RHBDF2,0.1117361343,-0.3524983234,1.4131005294,0.4321453325,0.9117289793,0.8619082766,0.1773239268,3.80351060137045E-05,0.0764809821,1.59721313023372E-05
RHBDL3,0.5865373862,0.0867746367,0.0840818062,0.0775528414,0.206670197,0.0066017026,0.8083157003,0.756105974,0.7938600773,0.0606354269
RHCE,-0.0482370788,0.0375574331,0.6759074795,0.4246577281,0.3436526381,0.9537660781,0.9414268423,0.0033033846,0.0509766867,0.0086164605
RHEB,-0.1746035261,0.2084935108,0.1792370953,0.4631637194,0.4287757072,0.5822769311,0.3812404479,0.399488006,0.0208237368,0.0010475433
RHOA,-0.1323827981,-0.332947964,-0.6056553472,-0.7864435902,-0.677186857,0.6227042845,0.0412502362,0.0008513333,0.0001564212,5.58020536060815E-06
RHOB,1.3532791738,1.2233654053,1.8650788684,1.2559019979,1.3210145499,0.000038836,5.36337584449961E-05,1.52413143876924E-06,3.78881986322345E-05,2.24618012144241E-07
RHOBTB3,-0.5487599492,-0.5509711332,-0.9450627382,-1.000705562,-0.7497820402,0.0104457675,0.0076247833,0.0001395929,0.0001098429,1.17755076269475E-05
RHOC,0.4917710125,0.9262693485,0.7136990896,1.0055987381,0.5774647711,0.0240851454,0.0002975425,0.0013720184,0.0001409733,0.0001333073
RHOD,0.3975696286,1.6548140282,1.4260982421,1.6812218188,1.7323668435,0.0806661215,4.96027960447513E-06,1.07509284971979E-05,3.59979616772565E-06,2.15974737544914E-08
RHOG,-0.1984989287,-0.2521070568,-0.5134771728,-0.5320446857,-0.416867344,0.5046395146,0.2643822372,0.0107080878,0.0109131815,0.0014815554
RHOJ,-0.4582878,-1.0330254789,-1.3996803563,-1.1767979629,-0.9507276754,0.0626394788,0.0003287663,2.32584928378777E-05,0.000109161,0.000006337
RHOQ,-0.3749828802,-0.7583758394,-0.8103178838,-1.0545129622,-0.6509573798,0.3364936498,0.0172581116,0.0086297002,0.0020497728,0.0012217086
RHOT2,0.3663848828,0.6763442742,0.4746424344,0.1595194861,0.3022739984,0.3929417419,0.040154869,0.1252000422,0.7312141976,0.1021568468
RHOU,0.4181507536,0.2346705011,0.8047655598,0.3683012448,0.2638299337,0.0720782984,0.3566896021,0.0009296569,0.0861026457,0.0330025392
RHOXF2,-0.0651417386,-0.0789096002,-0.1588571771,-0.4327759206,-0.0868975804,0.8678977092,0.7494999676,0.2837637198,0.0052999947,0.3279729073
RIBC1,-0.3157484092,0.1729609425,0.0291393973,0.6144061808,-0.1270540212,0.1048635939,0.4356333035,0.9244585914,0.0019442647,0.2250127624
RIC8B,0.3715880079,0.5610856183,0.4315849646,0.2137405855,0.3444945252,0.1532448311,0.0188701402,0.0506065808,0.414911845,0.0118134606
RICH2,3.3200003797,4.642484031,4.681851332,4.3376322013,4.1483933513,1.58872457153582E-08,3.7089291883195E-10,2.08009938986712E-10,4.13762898079832E-10,4.40725047891729E-12
RICS,1.0717232436,0.2680397331,0.3763362025,0.1948296383,0.2207661172,0.0013928702,0.4402147071,0.1606911128,0.5764894729,0.1705144312
RIF1,0.3053024652,-0.0806584244,-0.0398593985,4.71735482951985E-05,-0.3120340825,0.1410290361,0.8161973741,0.898004322,0.9997854657,0.0057144802
RILPL2,-0.4506797931,-0.2358524505,-0.4938836439,-0.0398444622,-0.1777692885,0.0418538834,0.3247204383,0.0149305078,0.9168829267,0.1347246779
RIMBP3B,0.0065821162,0.1168689948,0.7354761962,0.4117041104,0.2180128214,0.9980884213,0.8718987531,0.0298741976,0.2677947422,0.3053784775
RIMS4,0.1040438368,0.1135012115,0.2942266605,0.4168038523,0.3825743645,0.8798214471,0.8019904538,0.2300955895,0.0906691787,0.0093547219
RIN1,-0.7738582214,-0.6371490075,-0.941148743,-0.883155385,-0.7225660913,0.0086940194,0.0201504163,0.0013599695,0.0025689476,0.000196965
RIN2,-0.5471361627,-0.6836284539,-0.8541020504,-0.6870473968,-0.4369961042,0.0323877627,0.0070616851,0.0012336271,0.0062688435,0.0032304282
RING1,-0.3179319854,-0.315989686,-0.3322691645,-0.3651296913,-0.4950134566,0.2181966224,0.1810165529,0.1155684553,0.098026199,0.0008219458
RINL,0.2934014286,0.5550991003,0.3985050915,0.2747352808,0.4574235809,0.1558649567,0.0051469481,0.0248222993,0.1370880689,0.0003802255
RINT1,0.595833484,0.6218925325,0.618467403,0.4705432865,0.2461165617,0.0017795813,0.0009653266,0.0007331694,0.0055465612,0.0096916651
RIOK2,0.4556566617,0.636724365,0.4856524802,0.5975015725,0.5502695666,0.0601044348,0.0076778749,0.0253670473,0.01028599,0.0004316164
RIOK3,0.6099072463,0.4646577189,1.1126022513,0.7577084918,0.6814703048,0.0144161603,0.0456591955,0.0001373157,0.0025689476,9.46688428828531E-05
RIPK2,-0.2650765354,-0.5587578253,-0.2954130592,-0.5544519454,-0.6445906075,0.5924879559,0.0739541115,0.3581652083,0.0685495182,0.0012665985
RIPK4,0.2002043821,0.1008427479,0.3810531062,0.1311604696,0.1625770288,0.4194013924,0.7422944613,0.0301783662,0.5634982741,0.1211515156
RIT1,0.0905864049,-0.2054654461,-0.1799426276,-0.3543944325,-0.5608885564,0.8723733463,0.4219102985,0.4252260712,0.0859351752,0.0002005799
RLF,0.365612174,0.2282550311,0.9305743784,0.3584485706,0.3919733386,0.4970633117,0.6952301323,0.0110935059,0.383108844,0.0625634507
RMI1,0.1088362941,-0.1419724284,-0.2550004869,-0.2820577731,-0.5186043412,0.8854969269,0.7541883726,0.3633681155,0.3295455887,0.0021881456
RMND1,-0.5124834632,-0.672338497,-0.5656556274,-0.93666084,-0.6069240916,0.0932114745,0.0199085041,0.0352126085,0.0024491808,0.0010404491
RMND5B,-0.6566663085,-0.5125925769,-0.6887290967,-0.4129798191,-0.6462690642,0.0016285636,0.0059994668,0.0006216679,0.0191818102,1.60287785229651E-05
RMRP,0.0348728363,0.4393850426,-0.0101253921,0.124156227,-0.0246129378,0.9667413296,0.0307046073,0.9792896144,0.6350473273,0.8834113668
RN5S9,0.2283868292,1.0358963405,0.4418281408,0.7341512104,0.3876208392,0.8348309928,0.024062993,0.3437822115,0.100504046,0.132018442
RN7SK,-0.1438718471,0.8631659955,0.3400850226,0.2640869381,0.1682603411,0.913535181,0.0455931111,0.4744480066,0.635850777,0.5499940247
RN7SL1,0.0908995699,-0.7413235992,-0.2825586425,-0.6600355231,-0.8193727607,0.8989369605,0.0047449991,0.242132231,0.0088190866,0.000034918
RNASE10,-0.0715705977,0.0977014997,0.4899213659,0.1555906644,0.3300744047,0.9031450196,0.7746553436,0.0112850982,0.5038048544,0.0054266005
RNASE4,0.6353476687,1.3570341537,2.3172788265,1.947888343,1.981606993,0.0370280303,0.0002207336,2.65113795067502E-06,1.1932918538787E-05,8.58112522940215E-08
RNASEH1,0.2786855289,0.0146012375,-0.4436331503,-0.1857514761,-0.2065010358,0.3594956957,0.9798070511,0.0485838418,0.5118121193,0.127515889
RNASEH2A,-0.2088115979,0.5892382664,-0.6398710661,0.2648743016,-0.1640756491,0.7156304301,0.0524618446,0.0262817016,0.4400847367,0.3732601169
RNASEH2B,0.234195319,0.0742308151,-0.6683789373,-0.5751574221,-0.6869580917,0.6325808347,0.9070246111,0.0172756042,0.0445177371,0.0005139485
RNASEK,-0.1531548864,0.108617943,0.4654117932,0.1865519936,0.2393979233,0.6638776942,0.7444389686,0.0163319784,0.4024857641,0.0353161704
RNASEL,-0.0084906702,0.1688832212,-0.084689647,0.1503568764,0.4732613076,0.9953794498,0.6652316273,0.8296135208,0.6627770992,0.003078061
RNASEN,-0.0861154809,-0.2011775997,-0.2844181388,-0.2226519873,-0.2860835964,0.9084694459,0.5440160489,0.2422922722,0.4219944268,0.0406589398
RNASET2,-0.3034422312,0.4501010226,0.6239503159,0.4464893082,0.5529823653,0.3496700943,0.0828902355,0.0126799361,0.0765209147,0.0009837939
RND3,-1.915137204,-2.6399334896,-2.6621490786,-2.7057073811,-3.0081500602,0.0002749925,0.000015997,1.06766270001813E-05,1.14478534185257E-05,3.91815883406019E-08
RNF10,-0.1303377722,-0.0469216076,-0.5520921926,-0.3460048992,-0.5010059681,0.846218282,0.9395474272,0.0318520772,0.2104071633,0.0028574717
RNF11,-0.1648781148,-0.3787473567,-0.3727318643,-0.0875868953,-0.1649976866,0.4908192975,0.0251881993,0.0201623169,0.7048835387,0.0797411771
RNF112,-0.4161790025,-0.2024760506,0.0541072919,-0.2599926149,-0.1377641872,0.0246627384,0.3022633773,0.8389387843,0.1322380861,0.1670682083
RNF114,-0.0245834397,-0.5956575475,-0.5266028855,-0.8144962903,-0.5124261899,0.9870354863,0.0566920624,0.0711792305,0.010329574,0.0059403698
RNF115,-0.4736369075,-0.5154115591,-0.853029336,-0.4134482685,-0.6426029442,0.0145061757,0.0066171806,0.0001523613,0.0212447314,0.000019938
RNF121,0.7910038202,1.3659252371,1.0231392686,1.2214918412,1.2830250485,0.0047108897,7.18128804604002E-05,0.0004444216,0.0001475273,1.00521942603065E-06
RNF122,0.4863042441,0.2571585606,0.7485958187,0.6504029978,0.4214725131,0.034293036,0.2895257804,0.001460876,0.0045346576,0.0020155905
RNF126,0.7979664168,0.8043002706,0.8537394684,0.6241395213,0.5382721315,0.0024754964,0.001732956,0.0008412833,0.0080077873,0.0005126658
RNF128,-0.1072588299,0.4495454084,0.6997023324,0.9272015484,0.8425467364,0.9059687825,0.1499163479,0.0160181627,0.0038065894,0.0001396363
RNF13,0.2266350463,0.0216614683,0.2808199925,0.7913212258,0.7975444824,0.2319819397,0.9570466011,0.0664151363,0.0001540045,0.000001477
RNF130,-0.377742662,-0.2783320747,-0.183515423,0.2296739727,0.4659912436,0.1539249151,0.3007613072,0.4920823507,0.3810897871,0.0019696448
RNF14,-0.369521218,-0.4954401397,-0.3485467031,-0.4103471895,-0.5286592409,0.2564644446,0.0742258743,0.1883963385,0.1326445916,0.0021850552
RNF141,-0.5944348554,-0.1765845754,-0.3293358311,-0.2766417958,-0.2335687903,0.0017027361,0.3409623004,0.0306144361,0.0793649602,0.0124527044
RNF144,1.4927341456,1.1952516349,1.4342421225,1.1171604902,1.0013934303,5.14428139891547E-06,1.70004912913954E-05,3.02130362254655E-06,2.45698836903089E-05,5.36135128679213E-07
RNF144A,1.3581852894,1.2327794798,1.4608147727,0.9832904047,0.9634024878,6.51424024013148E-05,8.97447525777797E-05,1.71437462079465E-05,0.0004233286,5.8743540998346E-06
RNF144B,0.2355169486,0.1599416543,1.2144403692,0.5990075792,0.9603494736,0.7296073536,0.8012536419,0.0014625278,0.083219545,0.0001705957
RNF145,1.0523731305,0.7214230609,0.8815880785,0.8096428697,0.723365918,0.0004122922,0.0039332353,0.0007462237,0.0016501606,5.97126169572767E-05
RNF146,-0.1062914594,-0.1339552231,-0.077729455,-0.1984193306,-0.3464557529,0.872522361,0.743429881,0.8366930196,0.4921821878,0.0151747401
RNF149,0.1692399535,-0.3958455426,-0.0418941097,-0.4872554211,-0.4123792145,0.6707302775,0.0812244515,0.9119738869,0.0285592493,0.0029549135
RNF150,-0.2030517495,0.9115519658,1.2328122354,0.8329822397,0.6113182294,0.7826573936,0.0110123624,0.0011882091,0.0167560581,0.0038320588
RNF160,0.6817283165,0.658978279,0.6462364597,0.7527833958,0.4839309347,0.0014975384,0.0013691669,0.0011507902,0.0004734593,0.000196965
RNF166,-0.1385282416,-0.029318114,0.1150746952,-0.0714268986,-0.1976741106,0.564308323,0.9350782468,0.512329986,0.749986014,0.0257735218
RNF167,0.5433665424,0.479374928,0.9826499677,0.7290264404,0.5635954343,0.03469632,0.0494308018,0.0004822526,0.0045154361,0.0005770837
RNF170,-0.2402365398,-0.5561351058,-0.3607018659,-0.4075992678,-0.4246884059,0.5675947834,0.0410976948,0.1630379416,0.1286830832,0.0080334583
RNF180,0.2125850176,0.1695621638,0.539380939,-0.0852586378,0.1318978094,0.6325506033,0.6724635768,0.0313513684,0.8405685331,0.4204163855
RNF181,0.3028626256,0.403377099,0.5082161362,0.7554246995,0.6889494829,0.0700032618,0.0126327167,0.0022147987,0.0001638331,3.66724519237598E-06
RNF182,-0.5684948206,-0.1359215081,-0.626030123,-0.6313274285,-0.8584856885,0.0199907217,0.7066426827,0.0064213465,0.0076174706,1.3409466534765E-05
RNF19A,-0.224007842,-0.2914580531,0.1655404491,-0.2444858127,-0.380452713,0.6573461672,0.4043343507,0.649383567,0.4627775613,0.0219344443
RNF19B,0.1927595445,0.1132176601,0.6534039145,0.4249743814,0.6764184418,0.5623144295,0.7545500764,0.0034234787,0.0447595547,5.75251937322782E-05
RNF214,-0.0206395681,0.0372623699,0.0625346237,-0.119288366,0.3060077524,0.9851623752,0.9445817625,0.8634901743,0.7084453324,0.0204027751
RNF215,0.0953372293,0.1107020511,0.0995553326,0.1403880312,0.3348443757,0.8868587364,0.7968882158,0.7658602538,0.6583151982,0.0156541666
RNF24,-0.0985729142,0.0218346116,1.0650778456,0.4515203522,0.6896212846,0.8864798362,0.9706102859,0.0003018475,0.0625879039,0.0001438865
RNF26,0.1605588836,0.2990286528,-0.3227570879,0.1176410798,0.3184477197,0.4607001523,0.0579077691,0.0301900052,0.532523323,0.0014983572
RNF32,0.1400569488,0.1805581324,0.2147789849,0.3170433334,0.7146922132,0.6964256773,0.4596031295,0.2683491113,0.0988653008,1.61749356415327E-05
RNF34,0.1248257534,-0.5717493898,-0.9157905153,-0.9792752915,-0.6413438629,0.8582163046,0.0378639509,0.0017727889,0.0013880915,0.0005321552
RNF38,-0.3331237502,-0.5504748702,-0.5661518569,-0.5653936079,-0.663638579,0.3135389453,0.0416104025,0.0268428058,0.0331128517,0.0003651529
RNF41,-0.2010771216,-0.2637153407,-0.2638472928,-0.2693393198,-0.4067545994,0.708107761,0.4647441448,0.3809658408,0.3968557298,0.0145284359
RNF5,0.326361779,0.3814766492,0.2926326719,0.6064555267,0.5718501142,0.0265645918,0.0084019745,0.0265361356,0.0003324279,0.000006113
RNF5P1,0.4259176751,0.2637581568,0.3428637768,0.7701887859,0.5321926617,0.1003836514,0.3417589192,0.1318244923,0.0029562131,0.0008052267
RNF7,-0.0140609576,0.2574390223,0.4875892165,0.1267686246,0.2904714541,0.9856473726,0.130528974,0.0040636516,0.5198464052,0.0039490456
RNF8,0.1664786078,0.4362364825,0.3797506876,0.1630212457,0.2866481953,0.3688311226,0.004784174,0.0081495357,0.2823374935,0.0017709224
RNFT1,0.8589049556,1.0133801595,1.0581471328,1.4055774225,1.2101672384,0.0019157586,0.0004380229,0.0002293583,0.000032133,1.01415523196745E-06
RNFT2,-0.2139872271,-0.2732910767,-0.6113877539,-0.1475510983,-0.4477080985,0.3425401613,0.1405799466,0.0015732561,0.4772347092,0.0003348786
RNH1,-0.4207411942,-0.8203264612,-1.0767071144,-0.2848403099,-0.5930414376,0.307511026,0.0170710262,0.0023951629,0.4605085514,0.0038613953
RNPEP,-0.5826047609,-0.3731240882,-0.6000793791,-0.4366937176,-0.5129407331,0.0023337225,0.0254929085,0.0010308744,0.0097528962,6.24975181500381E-05
RNU105A,0.1910113105,0.522882851,-0.2154529107,-0.2337228134,-0.1667128108,0.4819218204,0.0088313241,0.2557583124,0.234730759,0.1246604337
RNU12,-0.0993611217,0.3671499246,0.63322728,0.9810596994,0.327369368,0.9069697459,0.2282999714,0.0193342829,0.0017040709,0.0401016456
RNU1G2,-0.2247196098,1.5679501879,0.4687748333,0.616717856,0.3354966947,0.9309379833,0.0447071771,0.6230742542,0.499859064,0.4996093834
RNU4-1,-0.2082906608,1.0884014158,-0.08993186,-0.1496454526,-0.1157878286,0.6445078378,0.0005903014,0.8198768198,0.6739910292,0.4921181618
RNU4-2,-0.2668014533,1.239020693,0.0120660501,0.058588945,-0.0136095952,0.7878191439,0.0096557814,0.9889351138,0.9483194539,0.9745563853
RNU6-1,-0.2061361186,0.6057233474,0.0180007827,0.3939198903,0.2377621966,0.526576271,0.0081574006,0.9648917824,0.0668078674,0.0540252735
RNU6-15,-0.1231356976,0.6320737692,-0.1800631117,0.3576924946,0.2137455482,0.8633831972,0.023311759,0.5817414085,0.1989480327,0.1753995046
RNU6ATAC,-0.0780963634,1.5310722667,-0.1968152474,0.0040768973,-0.1430266644,0.8168265114,0.000000482,0.158516509,0.9891334962,0.0825226698
RNY1,-0.1735105211,1.2103466938,0.244351011,0.5160399759,0.5792180528,0.5335414167,1.86195145933204E-05,0.1695676848,0.0073465507,6.0965623844644E-05
RNY3,0.203958572,-0.2278122032,-0.0738138247,-0.792665321,-0.5039453055,0.589905584,0.4365820379,0.8389387843,0.0022633069,0.0011016842
RNY4,-0.4198135485,0.5996363674,0.0435850286,0.4730601773,0.5343771866,0.0197451307,0.0016362298,0.8721084492,0.0069060995,5.33168760101745E-05
RNY5,-0.0405870875,0.4907632697,0.4287503496,0.2707405901,0.6011578949,0.9752802318,0.1174270486,0.1400839329,0.4341862339,0.0018899406
ROBLD3,-0.1433295592,-0.2645171991,-0.5540420574,-0.0638020843,-0.1566605509,0.7120995449,0.2371487866,0.0071332619,0.8479201671,0.1865229971
ROBO1,0.4869465314,0.2383087638,-0.1792603534,-0.0368241505,-0.2169620962,0.0145758932,0.2352181381,0.3484671657,0.9129537058,0.0384049521
ROCK1,-0.5898611252,-0.6255224618,-0.2286400737,-0.519467712,-0.5053960806,0.0997879292,0.0610432239,0.553782388,0.1131262069,0.0095923448
ROCK2,-0.0541046822,-0.8445927947,-0.3662771673,-0.7193481849,-0.8227088178,0.9510643801,0.0016828831,0.1024809221,0.0043911034,2.66624404377673E-05
ROD1,0.4961158887,1.0912102664,1.4997557267,0.8906924978,1.0748311131,0.0213279599,0.000078541,4.93454769198108E-06,0.0003174961,7.34397139361243E-07
ROGDI,-0.4498552139,-0.1575464733,-0.4105137636,-0.4028098775,-0.2881432735,0.0100156737,0.4199385717,0.0094540315,0.0131937258,0.003409637
ROPN1,1.0418640772,1.9335390823,1.5814684825,1.3377729646,1.1873402828,0.0026317549,2.05517588747896E-05,7.00385662577965E-05,0.0002967859,8.82007335408977E-06
ROPN1B,0.6602589584,1.5093895349,1.3264852375,1.1575936924,0.9480915421,0.0057086678,1.10925542921336E-05,1.99385699750445E-05,7.06297969695878E-05,3.55311153879765E-06
ROR1,-0.4237584325,-0.6716738084,-0.2903668578,-0.5112261025,-0.6285618859,0.1840212432,0.0195309327,0.3107556699,0.0655635047,0.0007863625
ROR2,0.1875560773,0.3617380969,0.7949416473,0.833701138,1.4487506553,0.621847894,0.125076325,0.0014336404,0.0012713207,0.000000178
RORA,0.3906790667,0.85828484,1.6357745917,1.0628540951,1.043563879,0.3799298762,0.0149143131,0.0001486122,0.0037517493,7.46652885255957E-05
RORC,0.0744414289,-0.0308723164,0.0770182567,-0.033803173,0.2629397485,0.9048878252,0.9502136404,0.7980361408,0.9313173383,0.0261819204
RP11-529I10.4,0.3572228462,0.8047566554,1.3165571302,1.2182871266,1.2301082781,0.0760496601,0.0004593774,7.96906393745988E-06,1.71193389792489E-05,0.000000137
RP2,-0.2884893292,-0.5917296484,-0.8357658244,-0.9925780578,-0.8178672822,0.6438555811,0.1129682411,0.017596046,0.0083689259,0.0007539247
